"gene","TE_name","pair","minuslog10Pval"
"ZNF180","Charlie8","Charlie8:ZNF180",99.43901693
"ZNF180","MER102c","MER102c:ZNF180",134.784534184
"ZNF133","MER63A","MER63A:ZNF133",1.58011234472
"ZNF285","MER63A","MER63A:ZNF285",105.004077489
"ZNF285","MER63B","MER63B:ZNF285",70.7539748165
"ZNF254","MLT2A1","MLT2A1:ZNF254",319.942227513
"ZNF707","MLT2A1","MLT2A1:ZNF707",1.58516106753
"ZNF793","MLT2A1","MLT2A1:ZNF793",16.6502879392
"ZNF254","MLT2A2","MLT2A2:ZNF254",319.942227513
"ZNF793","MLT2A2","MLT2A2:ZNF793",17.2658031845
"ZNF254","LTR22A","LTR22A:ZNF254",24.6760947775
"ZNF573","LTR22A","LTR22A:ZNF573",1.46112047082
"ZIK1","MLT1F2","MLT1F2:ZIK1",2.19688096313
"ZNF565","MLT1F2","MLT1F2:ZNF565",2.14409855061
"ZNF304","MLT1F2","MLT1F2:ZNF304",319.942227513
"ZNF534","MLT1E1A","MLT1E1A:ZNF534",1.93133145035
"ZNF266","MLT1E1A","MLT1E1A:ZNF266",2.06067559576
"ZNF304","MLT1E1A","MLT1E1A:ZNF304",149.177110965
"ZNF181","MLT1E1A","MLT1E1A:ZNF181",9.52602446498
"ZIM3","MLT1E1A","MLT1E1A:ZIM3",8.30814260609
"ZIK1","MLT1E1","MLT1E1:ZIK1",2.76027203276
"ZNF304","MLT1E1","MLT1E1:ZNF304",39.2493162317
"ZNF181","MLT1E1","MLT1E1:ZNF181",4.30544190054
"ZIM3","MLT1E1","MLT1E1:ZIM3",3.79654522257
"ZNF615","MLT1F","MLT1F:ZNF615",1.45458755454
"ZNF331","MLT1F","MLT1F:ZNF331",6.79990336127
"ZNF565","MLT1F","MLT1F:ZNF565",157.225728743
"ZNF304","MLT1F","MLT1F:ZNF304",316.160414641
"ZNF354A","MLT1F1","MLT1F1:ZNF354A",1.35968884352
"ZNF266","MLT1F1","MLT1F1:ZNF266",2.24520445199
"ZNF331","MLT1F1","MLT1F1:ZNF331",6.65175310699
"ZNF565","MLT1F1","MLT1F1:ZNF565",85.5681103908
"ZNF304","MLT1F1","MLT1F1:ZNF304",259.184305781
"ZNF793","MLT1G","MLT1G:ZNF793",1.40845327575
"ZNF33A","MLT1G","MLT1G:ZNF33A",1.83390483199
"ZNF479","MLT1G","MLT1G:ZNF479",30.1883091615
"ZNF573","MLT1G","MLT1G:ZNF573",1.80102349822
"ZNF331","MLT1G","MLT1G:ZNF331",22.1286550017
"ZNF565","MLT1G","MLT1G:ZNF565",241.345857856
"ZNF333","MLT1G","MLT1G:ZNF333",2.84287427366
"ZNF69","MLT1G3","MLT1G3:ZNF69",1.38795777668
"ZNF793","MLT1G3","MLT1G3:ZNF793",1.51989330875
"ZNF479","MLT1G3","MLT1G3:ZNF479",13.7602518279
"ZNF266","MLT1G3","MLT1G3:ZNF266",1.60083452489
"ZNF331","MLT1G3","MLT1G3:ZNF331",31.2596908337
"ZNF565","MLT1G3","MLT1G3:ZNF565",209.681024065
"ZNF304","MLT1G3","MLT1G3:ZNF304",1.83535221281
"ZNF506","MLT1G1","MLT1G1:ZNF506",2.78961420326
"ZFP57","MLT1G1","MLT1G1:ZFP57",1.48842873452
"ZNF331","MLT1G1","MLT1G1:ZNF331",91.9414853127
"ZNF565","MLT1G1","MLT1G1:ZNF565",319.942227513
"ZNF793","MLT1H1","MLT1H1:ZNF793",2.02039437186
"ZNF331","MLT1H1","MLT1H1:ZNF331",297.514505064
"ZNF565","MLT1H1","MLT1H1:ZNF565",25.3539647974
"ZNF304","MLT1H1","MLT1H1:ZNF304",2.32830016572
"ZNF283","MLT1H2","MLT1H2:ZNF283",28.4261290627
"ZNF331","MLT1H2","MLT1H2:ZNF331",250.192750161
"ZNF565","MLT1H2","MLT1H2:ZNF565",8.33681739308
"ZNF333","MLT1H2","MLT1H2:ZNF333",3.81911781553
"ZNF799","MLT1H","MLT1H:ZNF799",1.74579642484
"ZNF684","MLT1H","MLT1H:ZNF684",1.44577405172
"ZNF283","MLT1H","MLT1H:ZNF283",319.942227513
"ZNF331","MLT1H","MLT1H:ZNF331",319.942227513
"ZNF333","MLT1H","MLT1H:ZNF333",16.7690730952
"ZNF12","MLT1H","MLT1H:ZNF12",1.48738572824
"ZIK1","MADE1","MADE1:ZIK1",55.5059933723
"ZNF135","MamRep605","MamRep605:ZNF135",23.8603318637
"ZNF135","MamRep605b","MamRep605b:ZNF135",49.9076068847
"ZNF460","AluYg6","AluYg6:ZNF460",1.74425043227
"ZNF441","AluYg6","AluYg6:ZNF441",319.942227513
"ZNF334","AluYa5","AluYa5:ZNF334",1.96778714696
"ZNF273","AluYa5","AluYa5:ZNF273",2.14624947156
"ZNF460","AluYa5","AluYa5:ZNF460",2.31478157279
"ZNF182","AluYa5","AluYa5:ZNF182",2.78054282856
"ZNF441","AluYa5","AluYa5:ZNF441",319.942227513
"ZNF182","AluYb9","AluYb9:ZNF182",2.00292733378
"ZNF441","AluYb9","AluYb9:ZNF441",152.544112774
"ZNF334","AluYb8","AluYb8:ZNF334",5.29246229061
"ZNF441","AluYb8","AluYb8:ZNF441",319.942227513
"ZNF675","AluYd8","AluYd8:ZNF675",11.6727372397
"ZNF441","AluYd8","AluYd8:ZNF441",199.19264642
"ZNF445","AluYd8","AluYd8:ZNF445",2.89373165068
"ZNF182","AluYa8","AluYa8:ZNF182",1.40826893887
"ZNF441","AluYa8","AluYa8:ZNF441",37.3693672347
"ZNF445","AluYa8","AluYa8:ZNF445",1.43763959685
"ZNF460","AluYh3","AluYh3:ZNF460",1.84726867875
"ZNF284","AluYh3","AluYh3:ZNF284",1.46038149547
"ZNF441","AluYh3","AluYh3:ZNF441",25.0282457523
"ZNF616","AluYk3","AluYk3:ZNF616",1.81606527942
"ZNF460","AluYk3","AluYk3:ZNF460",25.44469134
"ZNF182","AluYk3","AluYk3:ZNF182",9.76714775629
"ZNF284","AluYk3","AluYk3:ZNF284",1.94581655452
"ZNF441","AluYk3","AluYk3:ZNF441",135.307659891
"ZNF519","AluYj4","AluYj4:ZNF519",1.39050971426
"ZNF460","AluYj4","AluYj4:ZNF460",16.263966579
"ZNF182","AluYj4","AluYj4:ZNF182",8.00664002659
"ZNF441","AluYj4","AluYj4:ZNF441",66.7247984404
"ZNF460","AluYm1","AluYm1:ZNF460",23.5081919721
"ZNF182","AluYm1","AluYm1:ZNF182",4.49244162734
"ZNF284","AluYm1","AluYm1:ZNF284",27.5242230411
"ZNF441","AluYm1","AluYm1:ZNF441",177.886274885
"ZNF45","AluYm1","AluYm1:ZNF45",1.41131677607
"ZNF616","AluYf1","AluYf1:ZNF616",1.3931083596
"ZNF460","AluYf1","AluYf1:ZNF460",14.8053805465
"ZNF182","AluYf1","AluYf1:ZNF182",4.59382260129
"ZNF284","AluYf1","AluYf1:ZNF284",15.9702076374
"ZNF441","AluYf1","AluYf1:ZNF441",93.7216534285
"ZNF257","AluYf1","AluYf1:ZNF257",1.5397399654
"ZNF519","AluYc","AluYc:ZNF519",1.52803569775
"ZNF786","AluYc","AluYc:ZNF786",1.9856805308
"ZNF460","AluYc","AluYc:ZNF460",18.2128074146
"ZNF182","AluYc","AluYc:ZNF182",9.56949792438
"ZNF284","AluYc","AluYc:ZNF284",87.5394700616
"ZNF441","AluYc","AluYc:ZNF441",319.942227513
"ZNF445","AluYc","AluYc:ZNF445",4.36620990456
"ZNF300","AluYc","AluYc:ZNF300",2.30415630791
"ZNF681","AluYc3","AluYc3:ZNF681",1.41994870119
"ZNF284","AluYc3","AluYc3:ZNF284",11.5151358946
"ZNF441","AluYc3","AluYc3:ZNF441",40.5955576315
"ZNF519","Alu","Alu:ZNF519",2.12502548305
"ZNF354C","Alu","Alu:ZNF354C",1.37005085568
"ZNF506","Alu","Alu:ZNF506",8.8969665923
"ZNF135","Alu","Alu:ZNF135",1.59773433461
"ZNF182","Alu","Alu:ZNF182",7.9200259524
"ZNF284","Alu","Alu:ZNF284",7.22866893353
"ZNF441","Alu","Alu:ZNF441",28.9223735869
"ZNF445","Alu","Alu:ZNF445",3.7892249006
"ZNF519","AluSx","AluSx:ZNF519",28.4758361119
"ZNF460","AluSx","AluSx:ZNF460",225.589100774
"ZNF182","AluSx","AluSx:ZNF182",42.3333594247
"ZNF284","AluSx","AluSx:ZNF284",113.222377251
"ZNF441","AluSx","AluSx:ZNF441",188.304756446
"ZNF429","AluSx","AluSx:ZNF429",11.1525144062
"ZIK1","AluSx","AluSx:ZIK1",1.7765916069
"ZNF519","AluSx4","AluSx4:ZNF519",3.56912766093
"ZNF460","AluSx4","AluSx4:ZNF460",31.049110025
"ZNF182","AluSx4","AluSx4:ZNF182",4.80408097301
"ZNF284","AluSx4","AluSx4:ZNF284",17.610702899
"ZNF441","AluSx4","AluSx4:ZNF441",24.9197301355
"ZNF519","AluSg","AluSg:ZNF519",19.7265733085
"ZNF460","AluSg","AluSg:ZNF460",145.387189967
"ZNF182","AluSg","AluSg:ZNF182",14.0266350225
"ZNF284","AluSg","AluSg:ZNF284",61.9369724444
"ZNF441","AluSg","AluSg:ZNF441",115.258395433
"ZNF445","AluSg","AluSg:ZNF445",2.12400484093
"ZNF429","AluSg","AluSg:ZNF429",2.09081357309
"ZNF519","AluSx1","AluSx1:ZNF519",34.0130568422
"ZNF460","AluSx1","AluSx1:ZNF460",177.408892683
"ZNF182","AluSx1","AluSx1:ZNF182",20.6178457471
"ZNF284","AluSx1","AluSx1:ZNF284",123.561513539
"ZNF441","AluSx1","AluSx1:ZNF441",168.77195154
"ZNF445","AluSx1","AluSx1:ZNF445",2.31067300364
"ZNF429","AluSx1","AluSx1:ZNF429",8.3149745625
"ZNF519","AluSg7","AluSg7:ZNF519",7.72608281043
"ZNF460","AluSg7","AluSg7:ZNF460",18.6112146382
"ZNF182","AluSg7","AluSg7:ZNF182",3.39130860208
"ZNF284","AluSg7","AluSg7:ZNF284",12.6211872638
"ZNF441","AluSg7","AluSg7:ZNF441",22.4667331857
"ZNF519","AluY","AluY:ZNF519",4.98630613078
"ZNF616","AluY","AluY:ZNF616",9.32092067975
"ZNF460","AluY","AluY:ZNF460",319.942227513
"ZNF182","AluY","AluY:ZNF182",116.87520645
"ZNF284","AluY","AluY:ZNF284",319.942227513
"ZNF441","AluY","AluY:ZNF441",319.942227513
"ZNF445","AluY","AluY:ZNF445",13.8020609909
"ZNF90","AluY","AluY:ZNF90",2.40953696114
"ZNF257","AluY","AluY:ZNF257",2.38813583629
"ZNF285","AluY","AluY:ZNF285",2.05165125987
"ZNF519","AluSx3","AluSx3:ZNF519",14.1019847368
"ZNF460","AluSx3","AluSx3:ZNF460",75.1636740355
"ZNF182","AluSx3","AluSx3:ZNF182",23.6217834295
"ZNF284","AluSx3","AluSx3:ZNF284",74.8271923365
"ZNF441","AluSx3","AluSx3:ZNF441",114.624596031
"ZNF445","AluSx3","AluSx3:ZNF445",1.95805001739
"ZNF429","AluSx3","AluSx3:ZNF429",1.97744677846
"ZNF460","AluYk2","AluYk2:ZNF460",37.6727020939
"ZNF182","AluYk2","AluYk2:ZNF182",10.7815585644
"ZNF284","AluYk2","AluYk2:ZNF284",46.9559620264
"ZNF441","AluYk2","AluYk2:ZNF441",65.4392056174
"ZNF445","AluYk2","AluYk2:ZNF445",2.95558985431
"ZNF519","AluSq2","AluSq2:ZNF519",13.5176078771
"ZNF460","AluSq2","AluSq2:ZNF460",66.4427615386
"ZNF182","AluSq2","AluSq2:ZNF182",15.0520083822
"ZNF284","AluSq2","AluSq2:ZNF284",64.0255783938
"ZNF441","AluSq2","AluSq2:ZNF441",124.571334497
"ZNF614","AluSg4","AluSg4:ZNF614",1.54577110089
"ZNF334","AluSg4","AluSg4:ZNF334",1.96613567073
"ZNF519","AluSg4","AluSg4:ZNF519",7.75492986416
"ZNF460","AluSg4","AluSg4:ZNF460",24.177216793
"ZNF182","AluSg4","AluSg4:ZNF182",8.45344594811
"ZNF284","AluSg4","AluSg4:ZNF284",35.9519490006
"ZNF441","AluSg4","AluSg4:ZNF441",56.9995083734
"ZNF429","AluSg4","AluSg4:ZNF429",2.67951851767
"ZNF519","AluSc8","AluSc8:ZNF519",10.6607900965
"ZNF460","AluSc8","AluSc8:ZNF460",71.6617912415
"ZNF182","AluSc8","AluSc8:ZNF182",9.22693819709
"ZNF284","AluSc8","AluSc8:ZNF284",28.3887697333
"ZNF441","AluSc8","AluSc8:ZNF441",118.433404308
"ZNF445","AluSc8","AluSc8:ZNF445",4.55861746755
"ZNF823","AluSc","AluSc:ZNF823",12.482248571
"ZNF519","AluSc","AluSc:ZNF519",8.57268653665
"ZNF460","AluSc","AluSc:ZNF460",113.528974273
"ZNF182","AluSc","AluSc:ZNF182",13.1752612297
"ZNF284","AluSc","AluSc:ZNF284",82.0277303736
"ZNF441","AluSc","AluSc:ZNF441",12.5216296867
"ZNF445","AluSc","AluSc:ZNF445",2.75189649061
"ZNF429","AluSc","AluSc:ZNF429",2.53984140497
"ZNF285","AluSc","AluSc:ZNF285",1.62221260175
"ZNF519","AluSz","AluSz:ZNF519",16.371460974
"ZNF506","AluSz","AluSz:ZNF506",2.05327820175
"ZNF135","AluSz","AluSz:ZNF135",1.7053945861
"ZNF460","AluSz","AluSz:ZNF460",116.139131769
"ZNF182","AluSz","AluSz:ZNF182",20.9862108095
"ZNF284","AluSz","AluSz:ZNF284",97.5316024608
"ZNF441","AluSz","AluSz:ZNF441",29.4515000282
"ZNF429","AluSz","AluSz:ZNF429",13.176503219
"ZNF519","AluSp","AluSp:ZNF519",26.4874129177
"ZNF460","AluSp","AluSp:ZNF460",79.5788493989
"ZNF182","AluSp","AluSp:ZNF182",29.0090120027
"ZNF284","AluSp","AluSp:ZNF284",72.2922622851
"ZNF441","AluSp","AluSp:ZNF441",6.97347357674
"ZNF445","AluSp","AluSp:ZNF445",8.10981501823
"ZNF225","AluSp","AluSp:ZNF225",1.64459028682
"ZNF519","AluSq","AluSq:ZNF519",3.83480551531
"ZNF460","AluSq","AluSq:ZNF460",28.1809011095
"ZNF182","AluSq","AluSq:ZNF182",7.3255858284
"ZNF284","AluSq","AluSq:ZNF284",37.1030498904
"ZNF519","AluSz6","AluSz6:ZNF519",9.65915860216
"ZNF460","AluSz6","AluSz6:ZNF460",17.7469087418
"ZNF182","AluSz6","AluSz6:ZNF182",7.2484965002
"ZNF284","AluSz6","AluSz6:ZNF284",23.8556166814
"ZNF429","AluSz6","AluSz6:ZNF429",6.73024529978
"ZNF334","FRAM","FRAM:ZNF334",1.54840673169
"HKR1","FRAM","FRAM:HKR1",2.14988735758
"ZNF506","FRAM","FRAM:ZNF506",1.93681582737
"ZNF135","FRAM","FRAM:ZNF135",5.7433601824
"ZNF786","FRAM","FRAM:ZNF786",3.85294367683
"ZNF182","FRAM","FRAM:ZNF182",6.92154479172
"ZNF284","FRAM","FRAM:ZNF284",236.395971587
"ZNF222","FRAM","FRAM:ZNF222",1.92836735966
"ZNF506","AluJr4","AluJr4:ZNF506",3.86740206412
"ZNF182","AluJr4","AluJr4:ZNF182",3.00906116243
"ZNF284","AluJr4","AluJr4:ZNF284",42.4229040178
"ZNF101","AluJr4","AluJr4:ZNF101",4.59153168888
"ZNF506","AluJr","AluJr:ZNF506",15.4330119954
"ZNF135","AluJr","AluJr:ZNF135",129.441396462
"ZNF786","AluJr","AluJr:ZNF786",3.76203899221
"ZNF460","AluJr","AluJr:ZNF460",6.24568214997
"ZNF182","AluJr","AluJr:ZNF182",3.62640128355
"ZNF284","AluJr","AluJr:ZNF284",319.942227513
"ZNF257","AluJr","AluJr:ZNF257",2.19710662008
"ZNF101","AluJr","AluJr:ZNF101",4.31805655386
"ZNF224","AluJr","AluJr:ZNF224",2.43942534599
"ZNF506","AluJo","AluJo:ZNF506",14.0304846817
"ZNF135","AluJo","AluJo:ZNF135",47.3263040522
"ZNF786","AluJo","AluJo:ZNF786",2.21795484527
"ZNF460","AluJo","AluJo:ZNF460",7.01445611267
"ZNF182","AluJo","AluJo:ZNF182",4.43779158504
"ZNF284","AluJo","AluJo:ZNF284",192.293722569
"ZNF506","AluJb","AluJb:ZNF506",26.7729657036
"ZNF135","AluJb","AluJb:ZNF135",319.942227513
"ZNF786","AluJb","AluJb:ZNF786",22.7405863311
"ZNF460","AluJb","AluJb:ZNF460",45.6612076884
"ZNF182","AluJb","AluJb:ZNF182",26.5796955424
"ZNF284","AluJb","AluJb:ZNF284",319.942227513
"ZNF257","AluJb","AluJb:ZNF257",2.10274578702
"ZNF101","AluJb","AluJb:ZNF101",1.44215087114
"ZNF224","AluJb","AluJb:ZNF224",4.2111743407
"ZNF429","Charlie3","Charlie3:ZNF429",1.7878520675
"ZFP57","Charlie3","Charlie3:ZFP57",1.53549945079
"ZNF549","Charlie3","Charlie3:ZNF549",1.35960405689
"ZNF610","Charlie3","Charlie3:ZNF610",35.4867000714
"ZKSCAN5","MER1A","MER1A:ZKSCAN5",1.45282605854
"ZNF549","MER1A","MER1A:ZNF549",2.62003691451
"ZNF610","MER1A","MER1A:ZNF610",319.942227513
"ZNF793","MER57C1","MER57C1:ZNF793",1.30359420613
"ZNF432","MER57C1","MER57C1:ZNF432",2.21311665645
"ZNF549","MER57C1","MER57C1:ZNF549",35.2978643786
"ZNF789","MER57C1","MER57C1:ZNF789",1.69170360022
"ZFP57","MER57D","MER57D:ZFP57",5.29317132488
"ZIM3","MER57D","MER57D:ZIM3",1.78625261694
"ZNF77","MER57D","MER57D:ZNF77",1.69157546431
"ZNF549","MER57D","MER57D:ZNF549",76.6919597795
"ZNF789","MER57D","MER57D:ZNF789",4.68307850044
"ZNF440","LTR54B","LTR54B:ZNF440",4.66644676062
"ZNF549","LTR54B","LTR54B:ZNF549",54.6843782804
"ZNF17","MER57C2","MER57C2:ZNF17",1.99736203051
"ZNF197","MER57C2","MER57C2:ZNF197",1.41494230675
"ZNF585A","MER57C2","MER57C2:ZNF585A",1.30580899439
"ZFP57","MER57C2","MER57C2:ZFP57",2.04251731877
"ZNF549","MER57C2","MER57C2:ZNF549",30.0487151604
"ZNF789","MER57C2","MER57C2:ZNF789",1.30425596995
"ZNF766","MER57E1","MER57E1:ZNF766",2.69384425499
"ZNF680","MER57E1","MER57E1:ZNF680",1.33291361828
"ZNF736","MER57E1","MER57E1:ZNF736",1.3271253583
"ZNF793","MER57E1","MER57E1:ZNF793",4.22126941647
"ZIM3","MER57E1","MER57E1:ZIM3",3.98749266924
"ZNF77","MER57E1","MER57E1:ZNF77",31.4629518684
"ZNF549","MER57E1","MER57E1:ZNF549",109.975381807
"ZNF549","MER57B1","MER57B1:ZNF549",20.7663532194
"ZNF789","MER57B1","MER57B1:ZNF789",6.81115315414
"ZNF479","MER57A1","MER57A1:ZNF479",3.24423491506
"ZNF549","MER57A1","MER57A1:ZNF549",22.3490407116
"ZNF789","MER57A1","MER57A1:ZNF789",15.4637014733
"ZNF479","MER77B","MER77B:ZNF479",3.54853471208
"ZNF789","MER77B","MER77B:ZNF789",38.1875453689
"ZNF789","MER57A-int","MER57A-int:ZNF789",23.8263411517
"ZNF28","MER21C","MER21C:ZNF28",3.83616602947
"ZNF793","MER21C","MER21C:ZNF793",2.17726129364
"ZNF786","MER21C","MER21C:ZNF786",2.55930935423
"ZNF75D","MER21C","MER21C:ZNF75D",3.58712296363
"ZFP69B","MER21C","MER21C:ZFP69B",2.0076779719
"ZNF789","MER21C","MER21C:ZNF789",44.7826932214
"ZNF605","MER57-int","MER57-int:ZNF605",1.53556178592
"ZNF708","MER57-int","MER57-int:ZNF708",24.5110222294
"ZNF616","MER57-int","MER57-int:ZNF616",1.34409774143
"ZNF789","MER57-int","MER57-int:ZNF789",19.765895948
"ZNF707","MLT1F2-int","MLT1F2-int:ZNF707",3.59340166638
"ZNF584","MLT1F2-int","MLT1F2-int:ZNF584",48.9384766418
"ZNF707","MLT1H2-int","MLT1H2-int:ZNF707",2.10574108282
"ZNF225","MLT1H2-int","MLT1H2-int:ZNF225",1.96667514572
"ZNF584","MLT1H2-int","MLT1H2-int:ZNF584",42.0394979201
"ZNF479","MLT1F-int","MLT1F-int:ZNF479",2.01578778987
"ZNF584","MLT1F-int","MLT1F-int:ZNF584",48.2676482861
"ZNF707","MLT1G1-int","MLT1G1-int:ZNF707",2.16396040895
"ZNF584","MLT1G1-int","MLT1G1-int:ZNF584",27.5985263856
"ZNF479","MLT1F1-int","MLT1F1-int:ZNF479",1.30103352362
"ZNF573","MLT1F1-int","MLT1F1-int:ZNF573",1.43390421423
"ZNF584","MLT1F1-int","MLT1F1-int:ZNF584",30.6002264588
"ZNF418","MLT1F1-int","MLT1F1-int:ZNF418",2.16942097761
"ZNF77","MLT1G3-int","MLT1G3-int:ZNF77",1.8645613899
"ZNF584","MLT1G3-int","MLT1G3-int:ZNF584",23.1249683254
"ZNF707","MLT1H-int","MLT1H-int:ZNF707",9.06943216316
"ZIM3","MLT1H-int","MLT1H-int:ZIM3",1.73474205843
"ZNF77","MLT1H-int","MLT1H-int:ZNF77",1.36431285089
"ZNF584","MLT1H-int","MLT1H-int:ZNF584",50.2616251324
"ZNF418","MER72B","MER72B:ZNF418",22.1504334811
"ZNF468","MER72","MER72:ZNF468",1.93938150173
"ZNF547","MER72","MER72:ZNF547",3.14007355249
"ZNF418","MER72","MER72:ZNF418",285.134552158
"ZNF766","MER49","MER49:ZNF766",2.04891260451
"ZFP57","MER49","MER49:ZFP57",1.70613857404
"ZNF418","MER49","MER49:ZNF418",26.9670391403
"ZNF28","THE1C","THE1C:ZNF28",4.79828201901
"ZNF430","THE1C","THE1C:ZNF430",19.3133168504
"ZNF100","THE1C","THE1C:ZNF100",7.36283790474
"ZNF766","THE1C","THE1C:ZNF766",37.6760662628
"ZNF267","THE1C","THE1C:ZNF267",319.942227513
"ZNF707","THE1C","THE1C:ZNF707",5.19438264596
"ZNF75D","THE1C","THE1C:ZNF75D",1.84166760927
"ZNF283","THE1C","THE1C:ZNF283",3.42069869359
"ZNF28","THE1D","THE1D:ZNF28",14.0305500108
"ZNF430","THE1D","THE1D:ZNF430",43.8434009871
"PRDM9","THE1D","THE1D:PRDM9",5.2586658811
"ZNF100","THE1D","THE1D:ZNF100",26.678861657
"ZNF766","THE1D","THE1D:ZNF766",93.9654021257
"ZNF267","THE1D","THE1D:ZNF267",209.776720354
"ZNF707","THE1D","THE1D:ZNF707",11.8119216706
"ZNF33A","THE1D","THE1D:ZNF33A",3.92383412097
"ZNF75D","THE1D","THE1D:ZNF75D",1.61280034312
"ZNF283","THE1D","THE1D:ZNF283",2.11370699818
"ZNF485","MSTB1","MSTB1:ZNF485",1.84787695025
"ZKSCAN5","MSTB1","MSTB1:ZKSCAN5",2.36305764704
"ZNF766","MSTB1","MSTB1:ZNF766",319.942227513
"ZNF776","MSTB1","MSTB1:ZNF776",3.11758134055
"ZNF425","MSTB1","MSTB1:ZNF425",6.97846826447
"ZNF440","MSTB1","MSTB1:ZNF440",1.41970664525
"ZNF320","MSTB1","MSTB1:ZNF320",18.6001489799
"ZNF564","MSTB1","MSTB1:ZNF564",1.87876763358
"ZNF766","MER4CL34","MER4CL34:ZNF766",122.800435798
"ZNF680","MER4CL34","MER4CL34:ZNF680",3.289928845
"ZNF479","MER4CL34","MER4CL34:ZNF479",1.46531782046
"ZNF485","MER4D","MER4D:ZNF485",1.53137426864
"ZNF766","MER4D","MER4D:ZNF766",35.203204676
"ZNF766","LTR19A","LTR19A:ZNF766",21.575217283
"ZNF222","LTR19A","LTR19A:ZNF222",2.07138628695
"ZKSCAN5","MSTB","MSTB:ZKSCAN5",2.70539569862
"ZNF766","MSTB","MSTB:ZNF766",319.942227513
"ZNF776","MSTB","MSTB:ZNF776",111.416048716
"ZNF707","MSTB","MSTB:ZNF707",3.27909760298
"ZNF793","MSTB","MSTB:ZNF793",1.37574520003
"ZNF320","MSTB","MSTB:ZNF320",23.3497484879
"ZNF789","MSTB","MSTB:ZNF789",1.68602302072
"ZNF766","MSTB2","MSTB2:ZNF766",140.772415638
"ZFP69B","MSTB2","MSTB2:ZFP69B",3.52642790588
"ZNF320","MSTB2","MSTB2:ZNF320",14.013972453
"ZNF564","MSTB2","MSTB2:ZNF564",74.3878379547
"ZNF766","MSTA1","MSTA1:ZNF766",36.4541003929
"ZFP69B","MSTA1","MSTA1:ZFP69B",17.1715672611
"ZNF564","MSTA1","MSTA1:ZNF564",8.41755609978
"ZNF224","MSTA1","MSTA1:ZNF224",1.55023801021
"ZNF671","MSTA","MSTA:ZNF671",4.36164347413
"ZNF28","MSTA","MSTA:ZNF28",33.8153380057
"PRDM9","MSTA","MSTA:PRDM9",1.53116155005
"ZNF766","MSTA","MSTA:ZNF766",319.942227513
"ZNF776","MSTA","MSTA:ZNF776",125.203605955
"ZNF267","MSTA","MSTA:ZNF267",186.160780695
"ZNF707","MSTA","MSTA:ZNF707",14.9698553686
"ZNF75D","MSTA","MSTA:ZNF75D",2.28848217153
"ZNF320","MSTA","MSTA:ZNF320",2.90633233436
"ZNF799","LTR26C","LTR26C:ZNF799",7.29851820863
"ZNF44","LTR26C","LTR26C:ZNF44",3.39229159209
"ZNF823","LTR26C","LTR26C:ZNF823",14.8192775968
"ZNF766","LTR26C","LTR26C:ZNF766",20.709717598
"ZNF441","LTR26C","LTR26C:ZNF441",2.52301781997
"ZNF485","THE1A","THE1A:ZNF485",1.66940160205
"ZNF28","THE1A","THE1A:ZNF28",6.15763183362
"ZNF430","THE1A","THE1A:ZNF430",8.49376959102
"PRDM9","THE1A","THE1A:PRDM9",19.6360369645
"ZNF100","THE1A","THE1A:ZNF100",319.942227513
"ZNF766","THE1A","THE1A:ZNF766",228.867767214
"ZNF707","THE1A","THE1A:ZNF707",10.7659958152
"ZNF75D","THE1A","THE1A:ZNF75D",4.3088209247
"ZFP57","THE1A","THE1A:ZFP57",1.54933530075
"ZIM3","THE1A","THE1A:ZIM3",6.48002968438
"ZNF418","THE1A","THE1A:ZNF418",3.41867237988
"ZNF28","THE1B","THE1B:ZNF28",19.6887711617
"ZNF430","THE1B","THE1B:ZNF430",319.942227513
"PRDM9","THE1B","THE1B:PRDM9",37.0126201244
"ZNF100","THE1B","THE1B:ZNF100",107.57784648
"ZNF766","THE1B","THE1B:ZNF766",250.45845651
"ZNF707","THE1B","THE1B:ZNF707",31.0011641021
"ZNF75D","THE1B","THE1B:ZNF75D",12.9457132213
"ZNF431","THE1B","THE1B:ZNF431",1.64021284354
"ZNF283","THE1B","THE1B:ZNF283",5.19682102342
"ZNF799","LTR26","LTR26:ZNF799",26.9980173559
"ZNF823","LTR26","LTR26:ZNF823",319.942227513
"ZNF605","LTR26","LTR26:ZNF605",1.68437982901
"ZNF425","LTR26","LTR26:ZNF425",1.36416619544
"ZNF626","LTR26","LTR26:ZNF626",1.54458729814
"ZNF266","LTR26","LTR26:ZNF266",1.94617343723
"ZNF77","LTR26","LTR26:ZNF77",1.48016447674
"ZNF799","LTR31","LTR31:ZNF799",5.35202394066
"ZNF823","LTR31","LTR31:ZNF823",29.4873396377
"ZNF766","LTR31","LTR31:ZNF766",1.37158399265
"ZNF793","LTR31","LTR31:ZNF793",2.48847436737
"ZFP57","LTR31","LTR31:ZFP57",1.4769602462
"ZNF823","LTR39","LTR39:ZNF823",22.4163932726
"ZNF28","LTR39","LTR39:ZNF28",2.61349594644
"ZNF799","LTR8","LTR8:ZNF799",10.3346330929
"ZNF44","LTR8","LTR8:ZNF44",10.8265725115
"ZNF442","LTR8","LTR8:ZNF442",7.3014663269
"ZNF480","LTR8","LTR8:ZNF480",124.34151934
"ZNF823","LTR8","LTR8:ZNF823",319.942227513
"ZNF506","LTR8","LTR8:ZNF506",6.91894158352
"ZFP69","LTR8","LTR8:ZFP69",1.50525587295
