	h1_1	h1_2	h1_3	h2_1	h2_2	h2_3	h3_1	h3_2	h3_3
FCER2	9.68896733777012	9.91971756427099	9.8069053145046	9.82048050018013	9.74753834649642	9.74562637710639	9.06662834339297	8.87216229637819	9.0808907096449
DMPK	5.80789934046715	5.48846791284199	5.66097168633244	4.64055322084481	4.92470935142207	4.73880313606831	5.8430883811985	4.5670672857115	5.17368838217673
TBC1D17	6.01731923638781	6.06916838670899	6.06038951101449	5.52672347995527	5.57096138183745	5.74103468336689	5.70841830197484	6.31208943474876	6.10300674447967
IL4I1	5.96052148349942	6.46683439035349	5.86136363965037	6.16078583502036	5.9660727250735	5.53526974198317	4.64692750143523	4.7408343534482	5.64771309713981
TLE6	2.19164070925645	2.00327319813962	2.42225200539267	1.65368065483043	2.65767301503078	1.95800163305202	2.806707945472	3.70980745782758	1.45915055470495
CCDC130	4.95046002825345	4.98857668693291	5.33019913348406	4.60314792081143	4.73719335467431	4.40903733056826	3.8144435942516	1.3017227191905	5.21971126528361
PTOV1	6.25750322125655	5.88745747088897	6.27310856608686	5.49498290881137	5.78860388485723	5.49352520103867	5.55063748738797	2.88668521991166	6.23211434710855
AES	7.13797757880487	7.17932277256951	7.1911633850864	7.23907868613327	7.08080293525835	6.89426365811468	7.16312441674465	7.57713096905619	7.2438550032074
SGTA	6.86911927895423	7.03500854658972	6.96226291920156	6.72195267619986	6.97285277466944	6.25047012746572	6.57929744936893	6.21966850330802	6.8492737640708
LILRB1	7.80573057268275	7.58308175791324	7.79595375000408	6.76250810332259	6.80063096887282	7.00981799407217	6.69066504451107	7.39732260987918	7.00456692745003
MED25	4.89558070013977	5.14696665800875	4.80624106841228	4.96089796634235	4.55297563636409	4.20431268129469	4.32824506605152	3.15587185272705	4.97870316577982
SNAPC2	3.82635624517471	4.01942896653066	3.87445929726205	4.05690885181964	4.05090614399128	3.87101833145738	3.08772809677916	2.35617050321288	3.18068610830155
C19orf53	5.72638385448987	5.86259811049608	5.95474708621969	5.90380739894514	6.29458759538666	5.82757907019248	6.12708392074662	5.42783148834032	6.21176251216812
TIMM44	6.0760843945454	6.46329548005677	6.32490871669797	5.54656439244507	5.6407426190809	5.38925471837772	5.94526877600498	4.04422649689814	5.78567566370241
IL27RA	5.84458000379362	6.0089483194145	6.18708715017034	5.84779512183981	6.00060696803844	6.11249659392472	4.43245606103966	3.32920345561261	5.0364186636361
ASF1B	3.68248103261306	3.72849358463272	3.53650918465035	6.33224252260387	6.2085736796783	6.39917993225218	5.46476582747402	4.54379750638865	5.23771705333793
VRK3	5.53617023308095	5.51377900137118	5.67101368771806	5.87495253627296	5.9660727250735	6.16662514818878	5.86931992277168	5.34947585063887	6.0143923573061
FAM32A	5.65658406350277	5.92052430535386	5.89030533320076	5.94283083100053	5.86556586667211	5.99025256933621	5.71256398023239	6.22699184411388	5.56098656630509
PPP6R1	7.11714049316149	7.24606107294148	7.06356935590086	7.6474600152649	7.69622625580017	6.95704207529075	7.07409875634993	5.60690755024329	7.11948789096974
C19orf44	5.23465359821655	5.28700813952416	5.44778709749981	4.77637737876344	5.29613306424456	5.17490225087498	4.63823654117119	4.61251025647266	4.7902580763667
MED26	5.05849664306272	5.00164762609057	5.13604448645878	4.47884685300449	4.44566261222145	4.27992972793938	5.37345764293512	2.55547931143629	4.79634540624562
RASAL3	5.90139568197799	5.77586270203654	5.87879823298639	6.07945908050689	6.49628868529142	6.04184869536485	6.35898452068758	6.01491093007358	6.61794821796434
AKAP8	5.88505430129817	5.84457545212056	6.06293394737225	5.39534303569803	5.5912456532918	5.55061770631661	5.2012397893162	5.01913551593531	4.94622085466452
ILVBL	4.51356880414381	4.66212796580013	4.94512450144091	4.48473541236695	5.16694658415539	4.61773190217515	2.41729625386865	4.01067393718711	4.54480663924966
ZNF419	3.70393414227938	3.13366983539529	3.62181649727485	3.34605609797256	2.87179782038363	2.87914621234078	3.06196500071407	4.07701643201581	3.28826599550136
POP4	5.18211793513795	5.28967485939784	5.5012971531558	5.54374662779759	5.31455069787429	5.30729462711056	4.84119632185729	5.28076310055486	5.80693681751333
CCNE1	3.16867956081314	2.90234428928884	3.43015720347801	4.48473541236695	4.47870287398546	4.59816963579663	4.44247481686465	4.82045152151157	5.06695303178421
URI1	6.40723756908405	6.56915575840756	6.64832008487251	6.69934140731756	6.4854920396481	6.50801153493875	6.10202018434819	6.77371050969489	6.89962217006003
PDCD5	5.46884244701684	5.81711215376742	5.85843727953771	5.86595674693389	6.32215585539546	5.99399983128941	6.57702548820507	4.5670672857115	6.04794491701713
ANKRD27	6.48054320086093	6.58985944134044	6.37491326150361	6.31747077197391	6.31607494000328	6.18968240902285	6.00395106568226	6.13655837767021	5.49140149098914
RPS16	9.2580698506346	9.33451295322999	9.50913186888388	9.33295675333993	9.68521046004907	9.37405796364104	9.12027369481164	8.89187788913198	9.40527912112181
TIMM50	5.78794818357162	5.94102475745289	6.10057160473561	6.05592036597015	6.36990193087548	6.38212324048074	6.18193426651941	5.36283423349389	6.26979055227885
FBL	7.04121865163088	7.18577939964059	7.26373859401142	7.54268854557862	7.80443683702541	7.688236881599	7.0031051582755	6.48697937438881	7.16371647189415
DYRK1B	3.02266453720769	3.57954473859673	2.80927512850192	2.51094048271435	2.65767301503078	1.15830028353785	3.48671765482613	1.3017227191905	4.0183038690765
GPI	8.52961464550364	8.78994019554371	8.58001535504039	8.26261842840192	8.32253506292581	8.13600421733939	8.49305785459997	8.50742199724479	8.52638465042151
AKT2	6.82452114417567	6.90973048692977	6.95269049992575	6.78057213365478	6.99395640289521	6.79250630327885	6.83645528886605	6.17493018854273	7.14714039247866
PLD3	4.74331861826554	4.91448971915093	4.64577639621904	5.11311227346772	4.87593755074455	4.60798392562358	5.2815696046789	4.49610076435735	5.46871119301304
PIAS4	3.73552726697469	4.3407142923983	3.39827314245823	4.12635677997721	3.79517653878071	3.14487976777553	3.40710048676276	3.62365081407786	4.40041672991448
NUMBL	3.44833358821642	3.78250451928283	3.22734032047833	2.76432471851442	1.98344317621254	1.82967753607648	1.22174544475084	2.81073636667836	2.41235634322601
EBI3	7.76867193634139	8.12305557424447	8.0029143686802	7.66312390176939	7.90205270821243	7.36703139881835	7.20050202655868	6.75356784335599	7.88362957450782
CCDC94	4.34629895404545	4.55093199978865	4.68594683469457	4.4550492818223	4.47870287398546	4.02546460083076	4.0554516937554	3.15587185272705	4.44759352328255
TBCB	4.40641994648303	4.70271278103033	5.06674220750055	5.07067700714733	5.27747726496424	5.14150504099487	4.81829591974721	5.01913551593531	5.34957654889573
POLR2I	2.82145744576187	2.72455717007355	2.80927512850192	3.12258502608801	3.223270190885	3.14487976777553	2.28991694739242	1.99360042382817	3.49701874029539
CLIP3	3.05641332856223	2.91621646387039	2.85697187053321	2.46401943532685	2.49494351499267	1.44780690073283	2.33363832482174	5.08509877831367	3.02350277575082
SLC1A5	7.65486390705612	7.88635676507462	7.91057772822702	6.81135711055122	7.08080293525835	6.8842029824702	6.84592182572477	6.44990594147875	6.97803385700377
PRKD2	5.80542048239872	5.72159779459301	5.64747268687993	6.07556253515133	5.96218405684073	5.61530107592038	5.60517103635648	5.54965023263409	6.05557824191956
CACTIN	4.49522921344088	4.51491902121785	4.44973274181477	3.86256881181713	4.2297542244552	3.48022837842521	3.16236689767191	2.12484495710642	4.07948738552799
CCDC9	3.39657216052668	3.99349217734703	3.76620640661003	3.9070999717875	4.21675688392633	3.43683578291183	3.27877638978722	2.45926399617698	4.14773568650026
HNRNPUL1	7.44156503276399	7.63171052773377	7.30193623103635	8.07336609467497	7.94011282003717	7.75379952368722	7.86792668747181	8.1909341475642	7.59674127933985
FZR1	5.18593459091124	5.49310308161918	5.35116890733119	4.94389988999045	5.17368816203444	4.80855424451072	4.71463236057362	2.95883500566749	5.38636113469306
TGFB1	6.96995996846106	7.22322657402465	7.06610819516739	7.20381399017834	7.24983101715614	6.99306392788917	6.66308326982627	5.67274536360603	6.8330800782852
DENND3	6.61401536589139	6.24983193060682	6.50223488152218	7.16491766135068	7.50366478569535	7.35542594626387	7.60572838426408	7.0790412674933	7.54616191886167
ATP5SL	5.54213795634059	5.57408618104105	5.44388791934012	5.58544591907797	5.53998999476961	5.32525371844887	5.40965619166652	5.16352542527048	5.23771705333793
PLIN3	5.40805472857397	5.52965788067115	5.28296382670166	6.09686445967295	6.05273581454836	5.64896548763006	6.13637168913897	5.46546914570369	6.20720062681486
MRPL4	5.39162294455495	5.81711215376742	5.70399101016433	5.89277756662039	5.853020613353	5.56580411013129	4.32824506605152	4.78119209106434	5.90032885390511
CD79A	8.09979627210155	8.23589938735454	8.28813819860559	8.47496938271641	8.56744611917242	8.58859794819471	8.54744985016673	7.54818927550581	8.84358988479056
RPS19	9.69584291706017	9.77972105063665	10.0936667028108	9.78049733417112	10.2241837708887	9.7829265301415	10.0440849777862	9.08257790568051	10.2895477615382
GLTSCR2	6.71255915556626	7.87174819092857	6.84149453391427	8.00074028563087	7.78034573385492	6.43821174395165	5.65771809056415	6.51117608481945	7.97031440484428
ETFB	2.51660286423345	2.81618764553912	3.05400871759277	3.48179413705483	3.77758247876598	3.39209746814655	3.13791385394737	2.64567712040786	4.24885761094313
BABAM1	4.82879942110304	4.91794114433985	5.19290682341445	5.39221354414359	5.67440703079058	5.76754743638243	5.80864574971349	5.10112888813262	5.82491455844239
TYK2	7.65898884207748	7.39404249860984	7.80129707107839	7.94523510067427	8.17997990790217	8.04139608515223	7.86885566048581	6.77870253903865	8.0804230865926
CDC37	7.18736323770983	7.15831931114966	7.22336516925791	7.34969060104748	7.59187496411569	7.3155536376701	7.17218375603212	6.79357581552018	7.52615574204485
NAPA	6.54436950363917	6.71119191198751	6.65339404687011	6.62797053572453	6.66845285378402	6.70605170516193	7.29752648095355	6.31208943474876	7.15189588105604
RABAC1	3.13748493920955	3.16885926385759	3.22734032047833	4.52529577569141	3.70497872980914	3.14487976777553	3.36558121732449	4.10907764124811	5.21971126528361
MEGF8	4.81900179403556	4.6866155982334	4.63897121831392	4.65106470662342	4.7552838116572	4.36341471344246	5.17744221813401	4.2594944838012	4.6015292292616
KDELR1	6.77850024515021	6.77728852495697	6.71130816046113	6.46327404908403	6.40183411060119	6.39917993225218	6.49516507777819	5.97197040785663	6.61794821796434
CYTH2	5.13945448905932	5.10215886265007	5.53833885520743	5.16170504183125	5.44844505289278	5.56580411013129	6.14253048201774	5.80585414529861	5.62052369328245
GRWD1	5.51508663178607	5.94610467481725	5.81381428811708	6.01378024097028	6.03062511294261	5.76754743638243	5.11617207479331	5.7254043128786	5.3203034713174
CARD8	6.59691655784684	6.25393438372445	6.55921495771023	6.19531041172735	6.04540316831389	6.48954900640169	6.06358874319374	5.58427657574372	5.93384892999555
LIG1	4.9902915624332	4.90408562328526	5.05656442249652	5.60720233577275	5.86139622492316	5.57584029001986	4.49155080856207	5.41506419226645	5.18301116124779
ZNF175	3.84578677512361	3.57080110552475	3.68924442479515	3.68981444088414	3.62852666937126	3.36919706603647	2.7104926302127	4.5670672857115	3.45145616291495
PLA2G4C	4.70126988475232	4.6076010237277	4.77554427118937	4.0168314124443	4.44566261222145	3.83804100901111	4.82596984763263	4.01067393718711	5.19688333582935
TMEM205	4.1492621069859	4.19469926879285	4.51064712133838	4.43693990127057	4.53214213294692	4.48556182272825	4.75538916818702	3.27370834302091	4.07948738552799
DKFZP761J1410	2.71981718388603	2.05434738273389	2.57266884794577	0.830558416914506	1.38305063492177	2.28605583073622	3.32283156986516	1.3017227191905	2.13338039352319
BCAT2	5.42106672244743	5.05591467788085	5.49377330277399	5.55778073691732	5.73491601396324	5.46680786266289	4.83360317253506	4.80095534588577	5.64771309713981
MIER2	3.43556629214254	3.79757196737177	3.64916698541981	3.84436421643954	3.96023578505121	3.24890283231876	4.51072311783692	5.00216243733159	4.23995205772123
PPP2R1A	7.5922505417055	7.92245864536326	7.75798589980506	7.9758700838442	8.16314055663125	7.87965268769823	7.81492569786207	7.96869775229624	8.14743807019371
TNPO2	7.71553276371117	7.54564280799327	7.7035834116192	7.29628178141953	7.65586851818403	7.63042697502351	6.78423408367358	5.56128493311749	7.09993391043005
WDR83OS	5.28889664300053	5.10821425471262	5.45167576573257	5.3605394938658	5.26490467959297	5.43958639392787	5.41983397667055	5.01913551593531	5.56455759545729
GCDH	4.51963055693102	4.26142538259366	4.65929120269352	5.54656439244507	5.70730378275538	5.64896548763006	5.14713238397675	4.6565654365506	4.66278491775403
DNASE2	5.31003541005868	5.6652117468978	5.63726489636352	4.56474692641014	4.68151975698515	4.05446447255331	4.77137487235972	3.79110755992943	5.11644999757331
PRPF31	5.63440963979056	5.66109857222033	5.80472164221508	5.88389258062617	6.18541064705899	5.66785538160098	5.35235752216833	4.01067393718711	5.3245218808752
JAK3	5.90834286253346	5.81895939478917	6.09312221620044	6.2840928797284	6.7038147966755	6.72871823646406	7.10754020490385	5.7661899277251	6.88826789568666
RPL18A	9.33076118132922	9.54459659336097	9.45349497707138	9.86884432126684	10.1455666298474	9.40112152983523	9.05932251522271	8.88379230729025	9.78615367803397
PIK3R2	3.63859338861206	3.44247700854921	3.41430325227718	4.0881880183075	4.00628315257065	3.45869521687557	3.75136491162822	1.849210514493	3.69246426241874
ELL	4.47665348418574	4.53753225911746	4.19522813532457	4.87831154836287	4.94849057737811	4.36341471344246	3.82979155858504	4.58996768782158	5.14535303518927
KMT2B	6.48829131315171	6.56034874110953	6.6157638271526	5.0549312023792	5.30843757414768	5.10731635481904	5.56446534124326	4.72022407377292	5.75787125843098
COPE	5.46256302452056	5.82264679626209	5.55289327918444	6.23428060296552	6.28838911091755	5.49880980416694	5.27597775643455	5.37607006065058	6.35474195019206
DDX49	5.52717210594364	5.84819804044174	5.85843727953771	5.92345105396415	6.22489393336467	5.57584029001986	4.92218516289194	4.520146238324	5.47251777844278
ARMC6	5.20862488888733	6.03461116467262	5.89316782430033	6.18087431838331	6.47461398591758	6.1159397818142	5.4045402464442	5.74594124388129	5.3245218808752
TMEM147	4.83853095912081	4.84729324577998	4.94512450144091	4.68726325535481	4.88418154483946	4.80001756255624	3.93288505154914	4.01067393718711	4.27524910983453
GAPDHS	2.61046978769767	1.92310284945563	2.65592435159512	1.95454713418996	2.45122213756335	1.95800163305202	2.60739913724859	1.06071461968671	2.75005175397168
USF2	6.31265611021782	6.46801210065635	6.0450279279994	6.28071222196379	6.30383567218867	6.1090451687358	6.30509608832615	6.82287012231422	6.17952217516791
LSR	5.42106672244743	5.6022477892335	5.29166789558252	5.43542047507337	5.56071128514369	4.90723851937013	3.54367353963821	2.45926399617698	4.23099119014961
KXD1	5.83245644471113	5.81341056086855	5.9738018260184	5.8994055799975	6.05273581454836	5.94063118191298	5.86560163452557	5.73570932127034	5.94210865698949
FKBP8	6.97106632974296	7.37470647796591	7.16653140799016	7.48730411844711	7.32442960691558	6.46275724219881	6.21445540882037	5.60690755024329	7.23827612912128
SUGP1	5.31352862009678	5.62987018756874	5.31746938876897	5.43845772891282	5.36843353884959	4.7477086892902	4.33901149692059	4.31552851871553	5.77338425780231
ERF	4.80417945433003	5.19896129564701	4.64577639621904	4.57029576033077	3.86348255217162	3.62258130183654	2.57132988254107	3.27370834302091	3.52661352248369
GSK3A	6.21330744749624	6.35160260854104	6.16830485018138	5.85235700719307	6.04172282182594	5.91318778570132	5.90598504835444	5.77620868355009	6.00916045659168
ATP13A1	6.16384964320895	5.82632479708371	6.18941783733457	6.21492708657778	5.99681039995037	6.21879607718792	5.65771809056415	5.00216243733159	6.19111946463527
ZNF574	4.3394615239919	4.44487152368959	4.51808371018016	4.38120655311033	4.02131136180298	4.11077191345526	4.06844903428427	3.15587185272705	4.00784951143933
SIPA1L3	4.78417642968241	4.92824615273159	4.38613257958602	5.68598596882526	5.6162063977354	5.09341075279383	4.99886816538903	4.36946732582634	4.9946741226916
ZNF85	1.55252243848839	1.27494652224728	1.46904621687161	3.0608560363363	2.87179782038363	2.33415011893727	2.92576061711576	4.28778352823263	0.762542698154882
ETHE1	3.22911541467512	3.19185090648382	3.29816165766802	3.72008188055294	4.03618463828451	3.48022837842521	3.40710048676276	4.67809859810024	4.31818963205148
SMG9	5.17829115559743	5.48846791284199	5.42818496114641	5.56335637686548	5.92270977377572	5.62499990263919	5.40965619166652	5.54965023263409	5.71994499884085
AVL9	6.43956822270004	6.5052000164824	6.23751212553562	6.1662923113269	5.96995093988442	5.99399983128941	5.4147540593062	6.71241867128412	5.7671990605861
GTPBP10	4.63580557124044	4.80690983195111	4.83033674402975	5.2438608648226	4.72806234292218	4.92304903421759	4.85626376994623	5.52609550465519	3.65275455261677
RASA4	3.16867956081314	2.98364439139068	3.09436645520891	3.01276174813526	3.24903328695009	3.24890283231876	4.25054270905828	3.75103012055409	2.69897756937742
CDK6	8.01758697231525	8.08095501859737	7.63084815469165	8.23798961305303	8.10348798630216	8.04952142288048	8.30062794049459	8.53865682124156	8.23967287145217
PMPCB	6.82329644542565	6.99471843754911	7.02363506854925	7.15017264596362	7.03155318955286	7.00981799407217	6.88868524763861	7.50063992397252	6.84340616049348
DNAJC2	6.24658055678574	6.39063077059832	6.24649391355562	6.04400540458398	6.03062511294261	5.8771185309938	5.93820538348241	5.68343204240328	5.76098723165284
BET1	4.03541302994968	4.00002022034453	4.21366538358125	4.50805220338952	4.67202830800785	4.45326133082494	2.806707945472	4.54379750638865	4.27524910983453
NAMPT	9.03845070086096	9.32479507169784	9.06182130860326	8.36792617249655	8.21798037096013	8.18600154086934	8.23945188040943	8.70260215547269	7.97501811897196
TWISTNB	5.5451125863447	5.69770167824685	5.58864963333966	5.78713934774659	5.86972349214577	5.71856234363068	4.95054371804565	3.86806954174431	5.46106775769924
PIK3CG	3.81654195534775	4.00651885764327	3.72823855641101	3.97560874971779	3.81255861700895	3.27377750095778	4.84874971628892	5.84445698452236	5.11644999757331
PON2	5.01195405712569	5.00489694061928	5.2742069255163	4.32979104360978	4.07990601571383	4.04003740191803	3.00901612076511	3.09313609737909	2.9598441385285
ITGB8	6.05328270518356	5.81526254448729	6.03987083567729	5.30171252057634	5.17368816203444	5.12792663449433	5.36294615715652	5.60690755024329	5.48387764060732
HBP1	4.92328129590805	4.72258492774195	4.58334234946022	4.55917666836719	4.3053712710999	4.52753409320357	5.86560163452557	5.10112888813262	4.42419795587052
SP4	3.87445053337575	4.28834211561633	3.85109530419654	4.33631908660728	3.94455416281894	4.35178001295906	4.59397862148627	6.41185463579056	4.8616637445896
WDR91	7.4770429281187	7.30787632280874	7.47144232278844	6.89664760737228	6.89340007486884	6.88622073810105	6.39811969716939	5.84445698452236	6.39541257976761
DNAH11	0.907187319787753	1.35860445129419	1.46904621687161	2.80254404074491	2.26174433869964	2.51193723815255	2.89690575444358	1.06071461968671	1.03384471997228
CBLL1	6.06369180546774	6.06294651166008	5.99793669252581	5.96616905383148	5.65526651732368	5.79358173757456	5.83550520977943	5.36283423349389	6.12251940089142
MTPN	7.61790546395855	7.63328609582727	7.29112542705164	7.62430760347415	7.29844816777568	7.32302101997763	6.94438774083812	7.78491838252263	7.29204056886969
MPP6	4.90949748047495	4.71069451669181	4.80015373853337	5.60450065887668	5.27120466794871	5.17490225087498	5.28713986272185	6.01491093007358	5.32872799184541
DFNA5	6.9566170290435	7.11311561459003	7.09871286059932	6.77217039170139	6.73149324832245	6.57208489950661	6.9355476700365	7.15395209856368	6.92900882706796
ZC3HAV1	6.68180545543336	6.80923488489735	6.44486370229304	7.09349648572841	6.91769867099224	6.86386867768402	6.97231737372657	7.18059893862942	7.02415132376843
TTC26	3.38333633336998	3.45203131526246	3.09436645520891	3.66927750988145	3.48413676003609	2.97326838970533	4.71463236057362	1.849210514493	3.21744465831166
OGDH	7.03911021860542	7.32877111724178	7.07117250941867	7.4554241538631	7.53410810423578	7.29291674478586	7.36492290335419	6.87973245926989	7.26705350907337
ADAP1	3.99247250773272	4.31999300202422	4.11902850944318	3.99223942426191	4.16356394476074	3.64181752069946	3.38649020708747	2.35617050321288	2.79937946633525
H2AFV	6.32828111898669	6.20674245961862	6.37081178030226	6.68278779628769	6.87283386713615	6.74659849682226	6.26048747052978	6.38591784660693	6.31713154983252
CAV1	4.41944662677927	4.89360595221114	4.81230282119948	3.49352342963694	2.99870993286585	3.66080062406703	4.32824506605152	4.96760521529523	4.83233966510965
LMBR1	5.5686913753819	5.56090075758494	5.42818496114641	5.58544591907797	5.38013903950187	5.36051482293667	5.46476582747402	4.96760521529523	5.31607269103938
DNAJB6	7.32439070303575	7.48585407108663	7.33494397801975	7.46364679034457	7.45052836739327	7.31705020942348	7.65071339499908	7.63057022801766	7.49093239814127
BRAT1	4.40641994648303	4.73437814088458	4.37798173846515	5.2542400106026	4.94849057737811	4.11077191345526	3.11303918530834	2.95883500566749	4.60846527647197
IQCE	4.64137582928339	4.62036831980158	4.40229739901702	3.58407518734456	3.77758247876598	3.75214093560546	3.9186008255429	3.21599284516462	4.13818137978701
TSPAN12	6.0000799568374	6.11349195345766	6.2818721164408	5.72630845491782	5.41469626153824	5.59570559584515	6.26048747052978	4.91416595633377	5.7764669406865
SSBP1	6.28267237122807	6.39187233267227	6.58953228557942	6.52743680261054	6.47188160812945	6.48954900640169	5.98007613480379	7.03799454318662	6.39941728751851
HIBADH	3.77660320997761	3.86349336031748	3.99660640654784	4.58132981060574	4.06547894507855	4.474875143931	3.52493697705662	5.79603985547166	4.52294720528592
TAX1BP1	7.15657431240577	7.36841335984828	6.99060489321648	7.16032601189586	6.98440209618196	7.04997149152893	7.51725519133367	8.17776734784626	7.58095959007207
FKBP14	3.69324746348213	3.52626994555438	3.15286210451905	2.94603563433444	2.31149737389674	3.14487976777553	3.08772809677916	1.849210514493	3.12373022348947
PLEKHA8	4.69056337891092	4.4352695245783	4.54745256233693	4.15618099535961	3.48413676003609	4.19131534076581	4.62069595986205	2.45926399617698	3.48199053106306
NOD1	3.64969109749539	3.63092209796232	3.3656684770263	3.09205065793989	2.732635072712	2.5932373402544	1.31194325372242	4.2594944838012	2.53391832310692
GARS	8.30543769832025	8.53991421621613	8.40254854272745	7.83776542081655	7.55491344060558	7.69054796746108	8.30475287551594	8.5735448497827	8.01537122992596
NSUN5P2	4.87681367074423	4.5057735386688	5.28296382670166	4.13387083363452	4.82545910571676	4.63703245813408	3.94702923386941	3.70980745782758	4.73428443811337
CASP2	5.88740014740996	5.86796129526317	5.92428598256208	5.99945549167216	5.96218405684073	6.31779791352982	4.95754710578341	6.85631157086814	5.12130756122261
CHCHD2	6.88564112052159	7.29133905965261	7.10859860405711	7.69140664393824	7.48887467904275	7.39988627010761	7.18864622247076	6.93890490304192	7.45386507154088
HSPB1	5.13945448905932	5.45084048148384	5.74259384938808	5.73868155855347	6.01944137444993	5.60553660520484	4.95054371804565	5.22333482050579	5.94485142405303
PDAP1	6.2950941764872	6.53921404874745	6.4152992447509	7.19486146352367	7.03155318955286	6.47621531591859	7.01658051640417	6.21966850330802	7.26156379529229
BUD31	6.15608798338014	6.27696380764828	6.37491326150361	6.08528423663436	6.36401937413859	5.80642480494938	5.07812076910511	6.37277247055001	5.48010094986184
PTCD1	5.83245644471113	6.00732913289113	6.11535597023242	5.86143772979848	6.08885021696488	5.67720838058865	5.7166977797394	4.31552851871553	5.35783233703793
ZKSCAN1	6.12262698048243	6.16813483751001	5.72984066100751	6.07165543718882	6.1920666913493	5.90922433529397	5.94526877600498	6.8325041817606	6.4232148587007
EIF3B	8.48034896389787	8.50448279298223	8.55130852182051	8.4017762517291	8.65134737678136	8.57927416493968	8.43716101696818	8.43179820802625	8.42689802394061
SNX8	6.67095297329768	7.03023272416205	6.70154368974559	7.05344618419261	7.34995141264169	6.75545620716981	6.19087661978316	5.7254043128786	6.88398689835878
TAF6	5.27104127844282	5.37502041443562	5.19754571821797	5.4595413302077	5.45399388681341	5.30729462711056	4.91500756081889	5.67274536360603	5.06695303178421
AIMP2	4.28356319869749	4.69065676345526	4.75050772025204	5.32487555319566	5.68859758822568	5.25828116463462	5.27036414997102	3.66737219150718	5.04666876032986
FSCN3	3.70393414227938	3.8124836767757	3.94236336176386	3.56196448573881	3.9287002116181	4.04003740191803	3.86000617163205	3.57856292454933	4.04921994585919
RBM28	5.65383082785631	5.92567679311946	5.66097168633244	5.489136112396	5.75303487115364	5.69112516092383	4.92218516289194	5.87274602895378	5.34127324516452
USP42	4.84337222219031	4.67442373659891	4.87735337053123	4.31664566755286	4.00628315257065	4.13812240160022	1.55295135322622	4.5670672857115	4.62223812609371
IMPDH1	4.66890901303953	4.80318193571436	4.63213378826037	5.35090007020388	5.51896674419919	5.0508712078293	4.19236163796975	5.19374003831749	4.896083549103
AGFG2	3.22911541467512	3.79005791371447	3.66265021478343	5.09782529556653	5.01005490645986	5.01443757868173	5.5225777041827	2.55547931143629	5.47251777844278
LSM5	5.16674953371474	4.9819965385092	5.17420062888475	5.33142582570072	5.42603380547252	4.94644460162962	4.87857393167132	5.47779994761441	4.72792894307354
AP1S1	5.25659615109722	5.14990493813009	5.2250701468535	5.59091585943494	5.53476283310606	5.54551983867693	5.78521852249778	5.11698283933345	5.48387764060732
C1GALT1	4.98591975593356	5.07767988656451	5.23412948614097	4.84665239303481	4.41184789922921	4.60798392562358	4.54831990449457	3.5320203386123	4.29257898837244
PLOD3	6.10459305765217	6.05826243273727	6.35843690779522	5.49206247250866	5.77979350608133	5.62982497416317	5.26472861530159	4.6565654365506	5.61364551557765
RPA3	4.1015653649546	4.00002022034453	3.94236336176386	4.81428287720168	4.90052953892694	4.94644460162962	3.56216988325559	5.44048678914635	4.66278491775403
ZNHIT1	5.07505573493613	5.47212653216217	5.81078976910391	5.83632689737412	5.92670616148602	5.49880980416694	5.03903860386457	5.03591122868613	6.42124665233692
GLCCI1	5.39821813337024	5.20462448266731	5.56011579760268	6.3661328906735	6.00060696803844	6.35615402856087	7.02327128800625	7.54526291539315	7.22140888662978
PHF14	4.79421260957099	5.1440223813932	5.17889996542057	5.34119580688203	5.30843757414768	5.47219105935979	5.42489606972681	4.67809859810024	5.53573875873129
NRF1	4.08530947419669	3.98693446132487	4.00721450611382	4.0168314124443	3.74173727981925	4.38640635606869	4.77137487235972	3.94113300393403	4.21290073316672
TMEM106B	3.39657216052668	2.90234428928884	2.96973980069516	4.62996458585662	4.59376125121059	4.48556182272825	4.57588816450337	4.04422649689814	4.60846527647197
EZH2	5.73422460770706	5.45322116691002	5.84371577383095	6.11785642453955	6.39608058337089	6.5416845815466	6.52375782289135	7.16161583526185	5.68099473547204
CEP41	3.21424213819359	3.04806111988645	3.3656684770263	3.52814977274657	3.8964598746179	3.75214093560546	3.36558121732449	4.520146238324	1.8352990405902
ZNF862	4.01838988210736	3.78250451928283	4.21366538358125	3.19620788923119	3.34771756180949	3.87101833145738	4.10675292246091	3.62365081407786	4.49327633860957
MEST	1.99682453227243	2.30688941475004	2.2543073680786	2.41552091763566	1.47324844389335	2.28605583073622	2.74328256533037	3.79110755992943	2.7247406654425
AHR	6.60121029625698	6.75719761946566	6.44095660433054	6.28914905911243	5.97767623299365	6.1090451687358	5.86187373828882	6.85631157086814	5.73903275301153
CHCHD3	6.52340625927162	6.77348319458488	6.39322698466974	6.8866750212975	6.81363807462825	6.92206593704777	7.05300160252251	7.48850361651779	6.80769037983963
GIMAP2	4.44515234097174	4.31476584036067	4.39423762922307	5.27137435738446	5.03987912184225	5.12108920444078	3.00901612076511	4.36946732582634	3.87610525697808
PSMA2	6.12660408855835	6.09683946484796	6.25764308064185	6.73683234440469	6.80931538962387	6.74659849682226	7.26684452138738	6.51117608481945	6.67852507146087
MRPL32	6.04490101107261	5.83547898414788	5.96294423918631	5.67572676085768	6.04907415004239	5.94837721416362	5.934660676439	6.12876000710981	5.91158896992128
