	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9
MAP3K7	5.90942273419923	5.66344952540295	5.81673180052494	6.07252528086084	6.034418915098	6.12713893987907	6.30438794044307	5.53494827595549	6.10143432495691
MANEA	4.71574160950431	5.01137282882326	5.04651112487772	5.06267749490449	4.81307041207113	4.93168559040062	6.03125914403416	5.71407221424426	5.57292509256493
UFL1	5.74968894142765	6.05530079578473	5.66486919055446	5.98346674152537	5.99310544115828	5.99431092555482	6.17137756234107	6.53032671821511	6.56803183165838
GPR63	4.83394965310567	4.5599934824807	4.5943393791885	5.64632186392967	5.45180416923326	5.39017334571286	3.72207016097748	3.8213755002185	4.63351124542597
NDUFAF4	5.75891484043611	5.98184976759692	6.19883765628868	5.38697519619519	5.39924986355267	5.60064707706854	5.5042943677114	5.33746119638186	5.25343741840196
MMS22L	3.66020004602022	3.70017114052896	3.62065065630434	3.18028146121672	3.22078457054411	3.84983383641233	4.98906258037996	4.46240406336042	4.16546649648397
FBXL4	3.92077041190254	4.87602097592838	4.09944057681452	3.49343934647635	3.57106586148072	3.57651017118703	4.76116998066642	4.25396120070819	5.17836698519177
COQ3	3.78285580536284	3.39531655900054	3.40884157382572	3.26517035880324	3.00754053142185	3.17029652229519	3.78413112910973	3.45592002979022	2.61465221817466
PNISR	7.62057764645573	7.46716445804168	7.20609590591436	7.77311597959345	8.38304135450264	8.18452116201503	7.61195015372705	7.83455662121423	7.50712846190556
USP45	5.702653152353	5.8435611036693	5.72269486195675	5.82472044035138	5.76290081584119	5.84433086073494	5.07846166543306	6.01685525986492	5.71545285896215
CCNC	7.21069733355523	7.25622094933487	7.44977477066149	7.39248918886769	7.15962341773996	7.21859509610956	7.84454264580555	7.82829491415829	7.55572557244347
ASCC3	7.40685766254089	7.41347127239461	7.33351600067006	7.57537196517776	7.17249194247356	7.51952829778989	7.628960756586	7.87643035138255	7.38074517504601
HACE1	3.85346047694311	3.85902790501507	3.53716567080126	4.08230630165343	4.12399950800923	3.94888120566314	4.45268026010386	3.95612491233174	2.75904212750983
BVES	5.09662024730195	5.02362508964728	4.52173563023166	4.85926387127652	4.87735954042611	4.88956011472794	4.31230760373931	4.02782637768593	4.67050545290817
POPDC3	4.7204717614167	4.82092329998957	4.84304307764079	4.94752962231897	5.0107288090529	5.01241686251347	4.5451923988934	3.58036740071471	4.84245813569747
PREP	6.45057356506487	6.60247446664182	6.56226988258237	6.18573589130883	5.92376350032495	6.05591850115006	5.81046527692319	6.37403116387993	6.09691176626622
PRDM1	6.21782383815087	5.98184976759692	5.99938510681018	5.89299950913625	5.97363119665513	6.01078022587637	6.52033721020712	6.54261812411521	6.38724172207158
ATG5	5.86097732706028	5.41172431552215	5.53255396189545	5.98346674152537	5.92714217877992	6.04955599892652	5.47637036614896	5.70862807555414	5.54663379474601
CRYBG1	9.81050186156322	9.85549804699099	9.85517475360681	10.0750992245247	9.79017640163378	9.99337891853335	8.84317667280697	8.88158013442442	8.7884389193189
RTN4IP1	2.86632262788016	2.24645317308605	3.02697093848208	2.57329265416557	2.49114231718377	2.67072551280468	4.13313875805338	3.58036740071471	2.97158676288993
QRSL1	5.59343751257437	5.71346796314241	5.86644197363342	5.5080268826994	5.48885776398921	5.54293157921226	5.91817909422345	6.139262429884	5.61781255906798
MTRES1	3.55820033251783	3.19321115180907	3.34012882374171	3.56215209656037	3.58824100528885	3.57651017118703	4.18005980544087	4.04520845591416	4.23297331584224
BEND3	3.43698674554875	3.84528784838877	3.88465039843437	4.7158317678128	4.26951061036053	4.38260012600806	2.94219597534198	2.15335725976979	3.81518520554737
PDSS2	4.68703031286278	5.16859585255483	5.13435447385568	4.578830837707	4.39193271325587	4.69130639022714	5.36909362983089	5.16532990143586	5.6613454536227
SEC63	7.31367489269179	7.38644932124631	7.19641010222292	6.74691213916562	6.31277503948998	6.64457954456201	7.21849598709698	7.35586205066156	6.89159285828871
OSTM1	4.36328864760349	4.60960393069993	4.25683848038067	5.19116977735946	5.25075665029517	5.29656029494137	5.26412407022934	3.97438711872447	4.84245813569747
SNX3	7.51835081991126	7.37931608030682	7.8346380984028	7.49123843828308	7.44061814878782	7.33303579665684	7.39294037178525	7.22660624180042	7.74682496075454
FOXO3	3.8008335462919	4.38110269978084	3.74279776559013	3.66986591386062	3.38703391384303	3.19356630161804	1.7378374768358	4.79593048366104	4.76475577870422
SESN1	4.82957784660603	5.01137282882326	5.05939241617446	4.77492651533522	4.87735954042611	4.85349086002042	3.23664333380724	4.91416959589036	5.49943862707631
CEP57L1	4.34502644121076	4.40939174421226	3.91331415668651	2.85470558931422	2.0700046183685	3.2612050184934	4.45268026010386	4.62150609550819	4.87451934492977
CD164	8.25884329008179	8.51052174944863	8.44344222296962	9.06094719995088	8.97424376267136	9.06678891729539	8.96120965715108	8.73061822521405	8.66860190989433
PPIL6	1.65526775047799	1.49548072092597	1.59138606179915	1.19478103091184	1.61362632370876	1.71963511328563	1.85813171055351	1.79078718038508	1.99121556963886
SMPD2	5.06349569175958	4.94850035104903	5.3902694677893	5.19116977735946	5.07305794234606	4.92474954319024	5.21990006997266	4.53802111000511	4.43281389518884
MICAL1	7.40978922573581	7.13015898127377	7.0405685418828	7.74383406024913	8.30142921617193	7.8837598794429	7.06133286687012	6.94574991326978	7.1249479194578
ZBTB24	5.80194975140823	6.04632133708164	5.89546615535359	6.33064419628052	5.97689521397702	6.23761063432406	6.25044913333227	6.29631521361183	6.30728301310498
AK9	1.44272311509789	1.81035405827938	1.38856917879946	1.59531896049557	1.54491357362475	0.982669519119423	2.42372888640773	2.33392950541161	2.20802695871201
FIG4	4.96329502854909	5.2067069942933	5.11391935824689	4.97298960730993	4.56673993607793	4.95910104798102	5.18581907472955	5.35150213485956	5.17836698519177
WASF1	4.84265372198653	4.4279475632405	4.78735319707945	2.57329265416557	1.91528202356986	2.1104250663178	4.15679002611802	3.75953624640064	1.0296897174535
CDC40	6.30385926739531	6.1589086552121	6.36022117752353	6.09202145648664	6.08973668349269	6.08109157235963	6.2830537987642	6.34625278386174	6.66287616468501
CDK19	4.99487374574413	4.90941818580848	5.01158790578269	5.27543869425706	4.68321659589383	4.6329234800923	4.92163465285967	4.60987139502479	4.11267908212453
AMD1	6.53891534557444	6.62877959304818	6.64292932879455	6.91396447139363	6.71581567977145	6.8489181302306	7.04558276458083	6.71271310435488	7.28061141054164
GTF3C6	5.69546362730361	5.87433064762617	6.10462826683752	5.16931034339572	5.12694078332136	5.53839479861548	5.84727071792174	5.92594676366671	5.37047683959218
RPF2	5.46121034247578	5.95010602182233	5.86888308257605	5.73827691433761	5.78168617293151	5.83696075509793	5.42859464157955	5.52878290314977	5.59233383875106
SLC16A10	2.93304874168097	2.98341876725226	3.17634856252031	3.34534070748722	2.29588602578483	3.02219788330606	3.28036471123656	3.42968848821704	4.76475577870422
MFSD4B	3.29199167888889	2.93234458265799	2.95526947312789	3.49343934647635	3.24264400450785	3.48516985964861	3.65721901662751	3.67273141886337	2.66440525337176
REV3L	6.72929921119406	6.84442473436907	6.55470857051028	6.81888192553995	6.38826017404511	6.70857221805177	6.45982822703446	6.95497581227825	6.66287616468501
TRAF3IP2	5.11469936911529	5.30534686213962	5.37661071449141	4.85926387127652	4.93219540650621	4.52699003534323	4.79170434881453	4.47528535465715	4.5028613927171
FYN	6.9202565401105	6.70873315403238	6.99548065235426	2.57329265416557	2.84557305175846	2.15851935451884	1.60659294355754	2.27621400755532	2.66440525337176
TUBE1	4.2236664063247	4.02667196520614	4.07427665326044	3.15083768332424	3.71874302952298	3.72762790403916	3.98245984555571	4.80616240627199	4.54331343645439
MARCKS	10.3351816055319	10.4648496921945	10.4143355682898	9.95273767227475	9.74733607353041	9.96386679111746	9.6143544234008	9.53552493109909	9.61564056858728
HDAC2	7.50401929436677	7.59376962543428	7.73512472497076	7.02969446061288	6.74864951417149	6.91340685668231	7.37288520899326	7.38174842172768	7.00455710687803
NT5DC1	5.75200095320593	5.89781689952972	5.83682187334375	5.69303189843967	5.27747398867095	5.88062698995793	7.66857481439868	7.41889417280675	7.49514871894695
TSPYL1	5.81748661739341	5.70968135981143	5.79892052440848	6.36950701861797	6.21111592230608	6.6190256063834	6.11212097678429	6.081464341288	6.11491755432053
DSE	2.98114302988202	3.31783780632282	2.62643300889835	3.84554559002874	3.7342560288943	3.89311793414113	4.00869138712889	3.4816831258553	1.53664970617338
RWDD1	5.90111345253453	6.06718712494486	6.34452059285887	5.66726880237458	5.55586803051435	5.65614218966025	5.93878937389873	5.8975183553402	6.48739459137133
ZUP1	5.66634179663642	5.77636463029836	5.56603572925439	5.2127029389091	5.27216995681102	5.2584491532029	5.33839683260797	5.6186062050024	5.9084666768531
DCBLD1	3.1589301490973	1.81035405827938	2.62643300889835	3.44574260444506	3.28539365196719	3.09814673653936	3.72207016097748	4.07935667832601	4.09464515929427
GOPC	6.39839608379269	6.27620051648011	6.3233170997538	6.68663412724151	6.4173820047123	6.724635794344	6.6839173380183	6.69630312601738	6.36860199197174
NUS1	8.80904532934371	9.11860384863025	9.01531134771034	8.64731057558977	8.6180754547986	8.72438617153156	8.82483902470382	8.69251607087782	8.68902845254098
CEP85L	4.40502240591267	4.6575649691511	4.23429591172958	4.74568169555936	4.79838636631402	4.86077721409891	4.26955795627997	3.55632192674805	4.6459483486642
MCM9	1.76922393977508	2.1152086398078	1.01820072885435	1.76037820676606	1.91528202356986	1.78237086863359	3.23664333380724	3.16929880363881	2.97158676288993
ASF1A	5.30936424288701	4.88947277539698	5.2512357741513	4.1433818784052	3.60521408389256	3.94888120566314	6.27226724353796	5.35150213485956	5.67354590722822
MAN1A1	6.02863946381471	6.11377668431467	6.29091584926303	6.67891916211351	6.31277503948998	6.53270368653763	7.10453979779989	6.89632159455744	7.15571485938011
TBC1D32	2.03529879992892	3.14915597173114	2.19980753534429	2.16563468525232	2.87386209618988	2.56763201984058	2.25866964013724	2.85132872232013	1.82615632336837
HSF2	4.95529115203727	4.9290916048629	4.72404380552477	4.578830837707	4.18171500586552	4.34152418300514	5.584962927586	5.40633800093966	4.46124230351536
SERINC1	6.61962840086327	7.00906390055093	6.73009849166405	7.43585848908688	7.19228424757571	7.20577738556892	6.9972737296992	7.09717442437666	7.28260408356684
TPD52L1	2.45412787837014	1.42333093517013	2.07003966037396	2.99386833698584	2.41618025950254	2.70351544792235	4.29109111782961	3.29086078351972	3.12161220689454
HDDC2	3.45979662845683	3.78898040748681	3.57353806046622	3.7107961779155	4.06387851557166	3.9072621164614	4.52715847606314	3.7167865989413	2.45418754598141
HEY2	4.79411811892592	4.84873515000724	4.15650375112343	3.02665827210351	3.4634859742809	3.72762790403916	3.51805626895589	3.73831976049094	1.30532416006693
NCOA7	5.05976779552282	4.87602097592838	4.9529703570383	5.04677986802429	5.02341192406473	4.81649665253822	5.35893376361066	4.68941016001	5.27761723089709
HINT3	4.79411811892592	4.93559024216164	5.29545977440798	5.81536744136372	5.72845818435619	5.91952553612723	5.38920120327946	4.98793365056241	5.16977948935505
TRMT11	4.13432817586422	4.90280030704398	4.70777263635029	4.2720240298443	4.47738041593928	4.59846942376317	4.52715847606314	5.11683138374467	5.16977948935505
RNF146	4.91459183697341	4.86924774733295	4.77699268547373	4.99800806734677	5.16177615881219	5.01894490551097	5.12716485700874	4.90467814691306	4.52995505359937
ECHDC1	6.00750773388142	6.07309376591158	6.15949793076799	5.13963947671938	5.02341192406473	5.02544354280971	5.81046527692319	5.43299363294071	6.03206062191625
PTPRK	2.7600639404896	2.67708752741592	2.03568815558319	5.38064757622317	4.71483857506706	5.05750475204201	4.79170434881453	3.69492716497756	4.4891213360908
ARHGAP18	2.2336275163749	2.54731965244559	2.29000534431587	2.22335018310861	1.54491357362475	2.56763201984058	3.900776047962	2.21609301511775	3.35161781234086
EPB41L2	6.31484829254573	5.92746236127824	6.01048281569351	5.43662121447651	5.1210522239589	5.21362395395929	5.64472807244431	4.8264110901158	4.9466691306856
MED23	6.14404333069743	6.1616830696073	5.97466542813762	6.23567346155874	6.10771442442174	6.09660457173095	6.14796617573102	6.139262429884	5.78457721961697
MOXD1	4.40502240591267	4.94850035104903	4.77178439447097	5.3679084643925	5.47507394855611	5.40020952560144	3.4041000796588	3.58036740071471	1.91104522095488
STX7	6.33040310674058	6.15334376869457	6.05189231366371	7.53605521460401	7.3108363672508	7.42684084060898	6.51577171576133	6.44777379108858	6.69015482478367
RPS12	9.26462361042329	9.02762279568997	9.46124533519412	9.12953340187487	9.18012291994979	9.06126512261554	9.74101926377847	9.66027086480163	9.71157538867406
TBPL1	5.20522380137124	5.35467457450319	5.56000564715937	5.64632186392967	5.48885776398921	5.5292782119385	6.06914390403902	5.74098894726693	5.49256863770927
SGK1	2.38430642887257	1.75263856042309	1.68301653726472	1.76037820676606	2.63030506485539	2.0606720311207	5.00217808017021	4.83642984594079	4.75330575796069
HBS1L	6.80362244149809	6.81476732278204	6.83119975955296	7.53177844751685	7.30045255244904	7.51491720304266	7.36275210295706	7.12809050115936	7.54081814317008
MYB	6.81914140064601	6.65066917911138	6.79186262932253	6.38539589112134	6.4808332178448	6.44816034465118	6.43102137897409	6.64876817551265	6.26759151271182
AHI1	4.90215473373519	4.91600584584324	4.50299906765007	5.75793916131465	5.37471364220716	5.69334842176535	4.20296020755095	4.59814210244268	4.76475577870422
MTFR2	3.22699442404245	3.08044322164712	3.31170041541519	1.83632705999936	2.69515620920536	2.63717295309366	3.87248700353058	3.84141325345505	3.6019411664251
BCLAF1	8.16956298011099	8.41318025977821	8.18200378679452	8.62874196203302	8.50957141275556	8.71033790850492	8.3142807452015	8.41430292187563	7.99911410928025
PEX7	3.02768561581905	3.31783780632282	3.52483486889054	2.65944929791528	3.10622480628126	2.76694082806399	3.55412552366341	3.93762856871435	3.15680163535684
IFNGR1	6.98360454735493	6.82180058493049	6.9592841309705	7.44042880454859	7.33393024474745	7.43174172019542	6.33061948201625	6.06877192768484	6.05088888315933
TNFAIP3	10.2257993012116	10.3174490968928	10.1485515480857	10.0227270477427	9.95874786726676	9.98715010390305	10.3574992769026	10.3311643436787	10.0519115013264
CCDC28A	3.81859001709606	4.30283564298357	4.08271349040908	4.55654939033099	4.87035615268835	4.6329234800923	5.0408240080697	5.2651305084263	4.00093072447208
REPS1	6.70205539181373	6.72945106287862	6.76065394865898	6.65290051208635	6.30500467039576	6.60390740623213	6.39666987418331	6.2780530072191	5.91875331609014
HECA	5.18483201254006	5.34981701085389	5.16248590913856	5.59804875325114	5.40410742720197	5.45419420974474	5.29642456213265	4.88550583763822	4.79857049169647
TXLNB	2.52072562709916	2.61366214727428	2.13638215520266	5.46680421997289	5.27216995681102	5.52469822383524	2.88670086275028	3.45592002979022	4.52995505359937
VTA1	6.15281887503544	6.41753929736037	6.35151973352858	6.54951527088244	6.42457152976168	6.50506941708631	6.57402508110111	6.57588929559555	6.64129699039257
HIVEP2	6.47317130623023	6.33637375776025	6.06685372965512	6.89188760538881	6.33837810789891	6.44573971482007	4.22550277620204	5.27252896074746	5.63663058727015
ADAT2	4.4398577814035	4.95491233956327	4.16447446223201	3.80831268382977	3.80941338846304	4.02868191687626	5.16264275236346	4.62150609550819	4.09464515929427
PEX3	4.41088702797589	4.07456665531046	4.21139550961951	4.35182474105742	3.98826146892697	4.43235316120516	5.42859464157955	4.98793365056241	4.78738675320379
FUCA2	4.59214766444117	4.27235503652881	4.60022793855096	3.80831268382977	4.0011427602237	3.48516985964861	3.48106206147368	3.69492716497756	3.52322919041106
LTV1	6.04192753839483	5.93071901060895	6.36541696359886	5.7773370339259	5.98987793412789	6.31921740327956	5.95910935827833	6.2890380479129	6.19750397230001
PLAGL1	4.86418688353617	4.77817365253023	4.91567729405499	4.94752962231897	4.37223691191495	4.65823456862149	5.59365388785004	4.47528535465715	5.37795196015433
SF3B5	6.4305059483426	6.6065527592259	6.86338476748643	6.14151189105215	6.36602642001314	6.00421504940069	6.6839173380183	6.64021462254647	6.96539758548313
UTRN	6.32730553165713	6.23990438725712	6.10876502964573	5.67245835847715	4.95223315974275	5.17322585333387	5.97249873550551	5.85872085655016	5.75042899720512
EPM2A	4.18311961466437	4.60960393069993	4.39874098385675	2.92596427248404	2.78727441119379	3.19356630161804	3.4041000796588	4.19288562395642	3.12161220689454
FBXO30	5.57266026718936	5.67514711684648	5.37661071449141	6.70953452935159	6.6478174653163	6.66136745810645	5.97914711151487	6.50542521472915	6.20592849282801
SHPRH	5.05976779552282	5.11806829394704	5.08060890208415	5.34858636699088	4.99149259018998	4.97932607604505	4.80673255804686	4.95152301037273	5.2452865772811
STXBP5	6.48016112145798	6.56524156044285	6.26149083862356	5.62506630388962	5.43291427526234	5.28035006776011	5.64472807244431	6.30355585636809	5.26960223783297
UST	5.7839860013007	5.46660364363583	5.68440307753568	7.1830112539723	6.98745255663166	7.12184186322998	1.85813171055351	3.78044523616362	1.82615632336837
TAB2	7.08428749336463	7.00906390055093	6.77764240178324	7.23654968086347	7.0051446907812	7.02138532623536	7.10757705163935	7.05059768534459	6.60034438149077
PPIL4	5.60115247770237	5.88108011042038	5.61920143966727	6.02463059075653	5.85447311108169	6.06225306694018	5.10301876967704	5.53494827595549	5.33250898939316
GINM1	5.43842297766427	5.6075705335474	5.45018236920662	5.970885018985	5.78168617293151	6.04636419443681	5.87605361855077	6.15535961268093	6.1719311602101
KATNA1	5.95026608586012	5.96923596010993	5.97012507807737	6.18210189684109	6.18312871988446	6.33499909254734	5.46694095322903	6.0772459317302	5.89289787424462
LATS1	5.38579604701306	5.45307827856418	4.87253701878227	5.95819260538185	5.40410742720197	5.63079404053095	4.85090014132243	5.51637254670035	5.16114057108118
NUP43	4.21027702909752	4.44626774644729	4.15650375112343	4.05077072822032	3.60521408389256	4.02868191687626	3.95574250717993	4.62150609550819	5.14370597774516
PCMT1	7.14887648443338	7.09430487355755	7.18372055117666	7.28817218416485	7.10099899705577	7.10199495178683	7.48690530575515	7.3936715891035	6.93023878618819
	5.74968894142765	6.23200640197979	6.33041961276178	5.85698653056546	5.82579748299713	5.75721257110211	6.2937603046056	6.48327814541068	6.1546272641225
ZBTB2	4.74853154462198	4.99279709956812	4.73479018698877	4.7158317678128	4.29064937741868	4.28847794864351	3.65721901662751	4.28355598289649	3.57617807036002
RMND1	4.51801124240213	3.81740881581333	4.26427506922245	4.05077072822032	4.32178788922759	4.58092884245404	5.17427745284686	4.28355598289649	4.56966476340135
ARMT1	5.67367754993776	5.4932798127327	5.9882013683175	5.64632186392967	5.29849723924137	5.49222461718256	6.50659715358082	6.51792969206564	6.33058411246867
SYNE1	6.51733184750335	6.50315756555943	6.37231569780061	5.11697887930821	4.5753788543518	4.84616751921456	5.71013054766595	5.47848778669549	5.57942372986368
FBXO5	3.87058465473432	3.53880815259007	3.66627327343014	3.29239182753826	2.33710868851135	3.32581409991648	3.69000895174518	3.7167865989413	3.67657996731786
MTRF1L	6.30543426213786	6.13933691070069	6.08376463438336	6.5036660883236	6.45297661549112	6.5508367772976	6.55189742277129	6.11888504251265	5.9084666768531
IPCEF1	6.29437301924946	6.25036822308944	6.04758896956057	6.06859422927093	5.66511983545055	6.08420754558149	5.81046527692319	5.76741267201127	6.19327319202199
SCAF8	6.63474188739082	6.33391601433639	6.41637087787854	6.85812565027792	6.47622764317248	6.7523237319918	6.78602816428233	6.3356964315858	6.18050589594811
TFB1M	3.5369055541546	2.85217423397401	3.89426840099596	3.42128956072052	3.60521408389256	3.61148630943001	4.76116998066642	3.37574968110623	5.02493618748287
ARID1B	6.51461106397015	6.49657991720077	6.18519043927211	6.08035539528327	5.80391041278565	5.98433833948004	5.39915086368707	5.79849527552034	5.83975392676909
ZDHHC14	3.71810862404822	3.81740881581333	3.89426840099596	3.42128956072052	3.32691292140546	2.88599349970775	3.23664333380724	3.89990890276519	4.13049035824099
SNX9	7.10704340743233	7.20334485098443	7.27397777860732	8.1961329239118	8.13901055491128	8.15370728192881	7.02965881659232	6.68802760595988	7.13821417423167
SYNJ2	4.95529115203727	4.97397907136595	4.98932365156421	4.93894212648225	4.83481999546158	4.73953467072333	3.51805626895589	3.16929880363881	3.12161220689454
SERAC1	2.9166543034303	2.8244292434911	2.64933341100843	3.56215209656037	3.48198231789829	3.42745436179232	2.76886437245642	3.78044523616362	1.53664970617338
TULP4	5.43266945043397	5.56628888901218	5.04651112487772	6.1674736849161	5.85447311108169	5.840650514247	5.65306737335704	4.84637950634839	5.27761723089709
TMEM181	6.00557123018008	6.08775542706699	5.81166526312851	6.39170276473217	6.52386812881692	6.4163708626633	6.59148605116733	6.2817239889476	6.13711330043473
DYNLT1	6.24105347235751	5.75814854181537	6.52715493646246	5.87510538775586	5.86155383715235	5.73359357087555	5.24218151734867	5.41304822252921	5.97405501848068
EZR	7.99218693459766	7.83619929399992	8.08822347180135	8.44536369569938	8.23482634232508	8.19752826777046	8.45208299450192	8.39917402661756	8.440419996136
RSPH3	2.54225878864881	3.21474431335872	2.87981724469842	2.10551369281475	2.0700046183685	2.29387120741373	2.88670086275028	2.77002862021828	4.54331343645439
TAGAP	5.44415365070433	5.40237131653449	5.28453021424972	6.24615313263287	5.92714217877992	5.82583451711755	2.82898536489399	2.92829070413501	4.16546649648397
SOD2	6.14404333069743	6.21607952404253	6.42469094154285	5.64632186392967	5.65700338624618	5.67279686282438	6.53394764172578	6.67412870230517	6.43101838152723
WTAP	6.74563398381488	6.86158966071787	6.79443313341617	6.61566760588737	6.57645509091114	6.54406354870217	6.54295044810673	6.52103894982276	6.03206062191625
ACAT2	6.60179353305213	6.67999325859133	7.04165083378719	6.39798218722845	6.6478174653163	6.70857221805177	5.81046527692319	6.04736656408157	5.86657059181428
TCP1	9.21855545444403	9.12430409574322	9.33561334261922	9.07178902412586	8.85425127744692	8.9961731352602	9.29142503636852	9.17103177086326	9.1998783452174
MRPL18	5.7145566443117	5.97555664947929	6.05189231366371	5.7233523497826	5.75911421251021	5.46379620885604	5.24218151734867	5.65868364437773	6.6536674416691
PNLDC1	2.62531452837636	3.19321115180907	2.16844336443496	2.16563468525232	2.84557305175846	2.56763201984058	2.25866964013724	2.85132872232013	1.82615632336837
IGF2R	8.15653237783451	8.09030596827587	7.88193374204674	8.79380120830352	8.37068679353127	8.42530589521374	8.62525678782258	8.86760277743591	8.75653527189926
AGPAT4	3.48225147928453	3.48665687053896	3.06152816051845	3.49343934647635	2.63030506485539	2.9692490033571	3.32279997755695	1.18506611949712	3.57617807036002
QKI	5.99194243073454	6.45421024805411	6.04110978932524	6.41665811198887	5.87910508817794	6.07170306824499	5.94559455180385	6.41137359083696	6.64749547486167
RNASET2	6.15281887503544	6.064224711089	6.57278958053198	5.25482841458178	5.34975289776357	5.13166386269214	4.79170434881453	3.65018885021228	4.43281389518884
AFDN	4.14843777527966	4.12092229100219	3.65500216109512	6.29407623524961	5.89988856944649	6.03029838207718	4.22550277620204	4.35499112093944	4.59554339522695
WDR27	3.72753803696815	3.83141567380721	2.62643300889835	2.22335018310861	2.16464149250658	1.84249186107116	3.65721901662751	3.55632192674805	3.35161781234086
PHF10	5.98409634727137	6.05231384846333	5.77569237439797	5.53676677814046	5.62823073661753	5.74150961290839	5.9989103663363	6.24458693094304	5.65520631652529
ERMARD	5.10387910558845	5.08921343127486	5.15450417347709	4.86833745490198	5.04844847500206	5.11347839029535	5.63634028695159	4.93296719134449	4.59554339522695
FAM120B	6.38802759431164	6.60858759036844	6.34452059285887	6.04077280157641	5.88953425437221	5.78045111447023	6.97416370400062	6.39112490699315	6.60353618598048
PSMB1	7.91794184929076	7.99785168916964	8.2719041129356	7.67569237695959	7.79607842302724	7.67020721028756	8.04953643940627	8.03925695846233	8.42065058626217
TBP	5.01811228911225	5.15194918662282	5.09736026637348	5.10934555440578	5.20695229736454	5.11347839029535	4.82160583452839	4.87582328424088	5.4647567876916
PDCD2	5.67367754993776	5.63178416554871	5.97239703924122	5.22688187407886	5.16177615881219	5.3851289523188	5.72602817454616	5.85872085655016	5.78457721961697
SUN1	6.93559362687233	6.83054421800246	6.85355794334828	7.29491770219729	7.35916385768965	7.37052729370748	7.00054514842725	6.48327814541068	6.72866847846631
	2.60499454399677	2.16029652933634	2.50613877518064	1.50512115152399	1.61362632370876	2.82769485914308	2.16847183116566	1.61570047382699	3.65212692359332
MAD1L1	5.48642313050219	5.57879788391875	5.4304865678657	5.04677986802429	5.16750114664582	5.35448648979914	4.35382687317758	4.96984319357952	4.98633334825912
MRM2	5.88434992285587	5.93071901060895	6.18910283500105	6.02056665837663	5.8002300662977	5.90902042873376	5.67779989404996	5.94921654298956	6.22677704987834
NUDT1	3.82738696533322	3.48665687053896	4.13232393862831	3.23742536832033	4.0011427602237	3.62866145323814	2.99563523430344	2.15335725976979	3.92131355640871
SNX8	6.25742001249666	6.08190863065162	6.27259566605624	6.10359393865139	6.12840917534724	6.30326116644397	4.52715847606314	5.45266705199513	5.09917481777478
EIF3B	8.5086414004982	8.55023392126316	8.704188723008	8.37309730261329	8.34186326287143	8.31491331849648	8.29175887763829	8.4367028923381	8.64942705239066
CHST12	2.54225878864881	2.79614019905968	1.27535856835147	1.76037820676606	1.39681493463561	2.49456855765086	1.60659294355754	2.33392950541161	3.72427670934916
BRAT1	3.87058465473432	3.7452590300575	3.04435301671031	3.18028146121672	3.58824100528885	4.14067135318592	1.46220303422237	3.53186888302352	3.43997368676171
IQCE	4.78511531254497	4.64175445430364	4.5092716646656	4.80359027358736	4.65088594227784	4.64984678312877	4.20296020755095	4.57439349967007	4.38909251775953
TTYH3	6.50230363827102	6.16997444323869	5.68717216675603	6.68919664130934	6.68621077553839	6.97009145303995	5.5042943677114	5.53494827595549	5.08097022239719
GNA12	7.47701989477415	7.44456007802038	7.81641566268192	7.31164478860274	7.23516712301425	7.17979518184544	6.69203378722267	6.88429906630822	7.12049858658383
CARD11	5.56479100200117	4.9420597374912	5.28086854974375	5.8106681048279	5.59037359258166	5.60064707706854	4.64890374841551	5.3232822612121	5.01538188076962
FOXK1	2.9166543034303	3.05679195358248	2.6031632295755	3.42128956072052	3.62198979664339	3.62866145323814	2.94219597534198	2.27621400755532	2.33635105568755
AP5Z1	6.12276164117926	6.28640529848616	5.44364693315668	6.4381454566055	6.82489212053197	7.36284996273377	4.29109111782961	5.3584716896744	5.16114057108118
RBAK	4.43410998479318	4.97397907136595	4.35761625047055	3.7107961779155	4.33201981183855	4.21077559165026	4.35382687317758	4.83642984594079	3.54994652878684
WIPI2	5.88012842740519	5.96606520050199	6.06046068356195	6.55795210803108	6.63134111160792	6.37371416277647	5.47637036614896	6.45103780841047	6.80274214291413
TNRC18	5.44701047350099	5.27491982838811	4.54634509757566	5.69303189843967	5.70896200873039	6.47926442757617	3.62366645691648	4.44940672283154	4.6459483486642
ACTB	13.215816521248	13.2894309093279	13.5251915802843	13.260883679283	13.2503668508784	13.260182948308	12.7979753457544	12.8874835128977	12.856886151415
FSCN1	7.82601597307867	7.7777216095872	7.65747525225692	7.48240107502391	7.61833674159473	7.78763705846958	5.81046527692319	6.12707056824951	5.86657059181428
RNF216	7.11245183003962	6.82004548125796	7.15700321280088	7.59600189307206	7.69069042563333	7.62812781349065	7.08000879163054	6.87217550722573	7.01897216476494
PMS2	4.75776482440001	4.71912929823284	4.93909818245674	4.85926387127652	4.89816800270601	4.61579930230109	5.43827719497689	4.98793365056241	5.45771923695166
AIMP2	5.95428753805531	5.98498606239922	6.15350334441101	5.34858636699088	5.64063220301729	5.72961920185825	5.10301876967704	5.99465951375073	5.67960766001543
EIF2AK1	7.02816261864729	7.11019056504118	6.99659728943856	7.4570638373325	7.13499850695849	7.3512568152001	7.54182816486002	7.4534809843388	7.1249479194578
