	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9
ABCD2	3.08749501105435	2.3277532751879	2.57951196151086	2.92596427248404	2.63030506485539	3.17029652229519	3.92852103844491	4.84637950634839	5.16977948935505
LRRK2	2.33580791118138	2.24645317308605	2.31886020698806	4.60077339058768	4.42098124576636	4.55421150407826	4.86532721195771	3.97438711872447	2.97158676288993
GXYLT1	5.02577602581042	5.13510819724551	5.1704237285632	4.63307388249099	4.61781412067219	4.78620273022462	5.36909362983089	5.33746119638186	4.44709812119509
YAF2	5.07831168888902	4.95491233956327	5.08900889694055	4.95606630427346	4.95885103850726	4.92474954319024	5.40903237520103	4.96984319357952	5.9541897126554
ZCRB1	5.31875274700165	5.26463318915107	5.77047937851506	5.91943130264481	5.98664319052858	5.95400017628815	5.37918244745447	5.68109489179799	6.11491755432053
PPHLN1	6.22449913075814	6.26592303728428	6.41302937078916	6.12267748464066	6.05309483985842	6.05274075748448	6.74370607492493	6.26327495184782	6.53163163140676
PUS7L	3.92896756486916	4.09793064837597	4.33660575717801	3.73083393115205	3.98826146892697	3.97597486654541	4.26955795627997	3.7167865989413	3.72427670934916
IRAK4	5.8328579428448	5.70968135981143	5.90263187393059	5.83401319416112	5.75151105899239	5.79193150694169	5.9989103663363	6.48646290396863	5.30139845685313
TWF1	5.25497683656834	5.37394290820797	5.31707358751404	5.38064757622317	5.38457826211672	5.52010364975799	5.68595073517083	5.30896258989503	5.60512944405615
TMEM117	2.68461171206014	2.79614019905968	3.17634856252031	2.92596427248404	3.17604625577883	2.99596634173288	3.14501285834167	3.16929880363881	3.92131355640871
ANO6	6.98851501853837	6.99979105636704	6.58768589295656	7.1573300538349	6.88519792696904	7.05988086299509	6.7935914583588	7.01133825489736	6.54497457082432
ARID2	6.19251274962168	6.19456643142108	6.03242536857419	5.57606440341562	5.32946862630921	5.41017637036048	6.17137756234107	6.46078578496203	5.56639704956744
SCAF11	7.53254137734636	7.62224813995215	7.29409809894976	7.76948807732739	7.4687120839877	7.65037245084852	7.70311986723612	7.69423869202683	7.16222326909889
SLC38A1	6.08474614701366	6.24252746987225	5.79892052440848	6.63174236874544	6.04999892656546	6.34282566711766	5.79547610270374	6.02563881844816	6.53163163140676
SLC38A2	8.18931741046188	8.38674577558639	8.09605854739958	8.73549029358327	8.67293933990985	8.72986792094186	8.07768747972042	8.01740580176853	7.69390306030564
PCED1B	3.48225147928453	2.79614019905968	3.69956771352857	3.5167091257992	3.68720745608987	3.89311793414113	3.900776047962	1.79078718038508	3.25749563497631
RPAP3	5.88224071920404	6.00366198715964	5.87618172398192	5.65158718014231	5.15025757434392	5.57429575012159	6.10605922399709	6.19093471758626	5.82342135564713
HDAC7	4.01618997698122	3.75998053576426	4.15650375112343	3.91724705538293	3.89472070108755	3.97597486654541	4.10909328408673	3.65018885021228	3.6019411664251
TMEM106C	4.54492797542479	4.73411847245229	4.89666291613635	3.93462913361117	3.7342560288943	3.8052108449917	5.584962927586	5.19677954006091	5.39278700131727
SENP1	5.72400922548791	5.81564835794889	5.58694471901737	5.970885018985	5.6365102143821	5.98099876613491	6.11212097678429	5.88309128470492	4.63351124542597
PFKM	6.27038086364988	6.31908097317345	6.46719834622222	5.88408019144773	5.7779486189217	5.63929300496803	6.53845606739752	6.62005687887112	6.63507175941359
ASB8	5.05603024151301	5.12945056238358	5.5045697755253	5.18392003828007	5.26684635283348	5.24180248727089	5.41884666502799	5.58928212552245	5.11715255870384
KANSL2	5.83067204084952	5.67902533165741	5.83432586053968	5.10167162652036	5.49797435066619	5.35448648979914	6.17137756234107	5.5225910694355	5.26154246803901
CCNT1	4.02386390486664	4.46435820343019	3.25310576150434	4.83169561126772	4.15890512295744	4.56317237164988	3.92852103844491	5.41304822252921	4.55654926361109
CACNB3	4.87695417961005	4.46435820343019	4.30089366045861	5.28224387216218	5.2013820393216	4.8966670012222	4.03445448319397	4.3826033521473	4.76475577870422
DDX23	7.5684030775081	7.72242151328376	7.85016445403646	7.43433182752548	7.5410597780547	7.42192325581909	7.53733028112043	7.55859329175287	7.9283308797507
RND1	1.8404826229449	2.16029652933634	2.57951196151086	2.22335018310861	2.16464149250658	1.18197832734283	1.46220303422237	1.41639166560358	2.27361530033959
FKBP11	4.79411811892592	4.77092391345084	4.88706091702505	4.36470603235415	4.40168068980743	4.80898259888091	6.48807111999305	5.63591875324564	6.21430410439817
ARF3	8.24249298003681	8.11985270362522	8.20681972650361	7.85869487302782	7.54875710217255	7.52756241981449	8.52659126746889	8.14481611843946	8.10199864925156
DDN	2.58438426432148	2.64572335650658	2.26056156642339	2.92596427248404	2.81671818908627	2.60282144830288	2.07225651590635	2.27621400755532	2.56312191753457
PRKAG1	5.57527384587677	5.6075705335474	5.85417408473748	5.64632186392967	5.67720952944596	5.78045111447023	5.92508195447813	5.93063084258953	7.01897216476494
KMT2D	6.67915498970365	6.59222800992778	6.397896067264	7.48092290374614	7.05386778123287	7.0132344851145	6.22270414284936	6.5241415209989	6.46300061578772
RHEBL1	4.30149354665604	4.03879552428863	4.30810715069118	4.18754946168076	4.46813233913727	4.10429896352095	4.10909328408673	3.84141325345505	3.25749563497631
LMBR1L	5.37982832375342	4.88947277539698	4.93909818245674	5.95393686471211	6.05926680666585	5.86983370988393	4.94898514100462	4.36886329552099	4.59554339522695
TUBA1A	7.96054870160576	7.97200466974277	8.20343878579116	6.98451028228761	7.30175462387397	6.8833127401116	7.30306375949569	6.8697385217799	7.04971928841275
TROAP	3.92077041190254	3.65362855459193	4.33660575717801	0.943242263915875	1.91528202356986	1.71963511328563	2.99563523430344	2.38942461800331	2.75904212750983
SPATS2	5.47527180896608	5.37872004846984	5.5448192433447	5.68791595321734	5.63237641487509	5.48281058677468	6.14205348286113	6.3979060947584	6.47001251314309
MCRS1	6.395441254207	6.45421024805411	6.85970754788928	6.21092073356709	6.53719566046391	6.34022152373751	5.86891154930675	6.40801848457857	6.50798036334211
PRPF40B	6.66572879682227	6.34372196570504	6.19300464952511	6.01649124594651	6.05618412378166	6.02382162578572	5.77269623404745	5.48487140348635	4.73012943559459
FMNL3	9.63685458016723	9.60566161732365	9.40852699846214	9.13799911833812	8.99007986498984	9.02118211543977	9.12679066558118	9.03518499685173	9.25572156970468
TMBIM6	9.82196393854803	9.81663887981471	9.95720650646814	10.3417823866367	10.1499865014641	10.0735660654643	10.1701070250147	9.94964928659353	10.1072082110059
BCDIN3D	3.36630999957872	3.70017114052896	3.58546122784204	3.31910916591404	3.3672706590216	3.9072621164614	2.99563523430344	4.20839862332775	3.90070327673342
RACGAP1	4.94724262326373	5.32528078950838	5.32420682845354	3.39641489208149	3.48198231789829	3.9072621164614	5.26412407022934	5.10858738964976	5.134909029508
SMARCD1	5.81748661739341	6.00675127108288	5.81166526312851	6.08425457344295	5.93051296311916	5.91603232608913	6.2830537987642	6.58185701885519	6.31898060454851
CERS5	5.06721398000569	4.98027905972169	5.02915518574395	4.4151109857914	4.96543869854202	4.82397177310036	5.20862895763764	4.96071218182739	4.7065747076157
LIMA1	3.82738696533322	3.37633345563296	3.63219227818703	4.4151109857914	3.79469188275627	4.14067135318592	4.20296020755095	4.39621378366595	4.26557798127417
LARP4	7.29714629081227	7.48277940025088	7.29953710648852	7.63506885175226	7.53885297832668	7.6670934787748	7.62048052619764	7.64663453690701	7.22574174661117
DIP2B	7.13831046803177	7.17890331512519	7.23287523702996	7.80418142091827	7.40834442008844	7.48340076679555	7.7793775991391	7.73631462460057	7.99911410928025
ATF1	5.35874472245854	5.73598121646948	5.14244815590201	5.68791595321734	5.73618347746541	5.76500041749455	5.51348353916606	5.61278887840708	5.64904094371958
SLC11A2	4.76235939847726	4.74155506129408	4.79250568484506	4.79409882461007	4.5753788543518	4.38260012600806	4.85090014132243	4.92359900881029	4.741764136078
LETMD1	5.76579575192619	5.59119935031851	5.61920143966727	5.69303189843967	5.85091967322394	5.59628847846365	6.29908390858314	6.06451618701511	6.61623325399414
CSRNP2	5.41818443878446	5.26978567691668	5.34889903336944	5.41201174713251	5.38948539283712	5.60499254734451	4.63212803566468	5.24270474536507	4.75330575796069
TFCP2	5.61899522330609	5.77998040923586	5.71457460576737	6.05276202603941	6.0312826202957	5.96756262672921	5.90427349219823	5.19677954006091	5.20382697018273
POU6F1	2.98114302988202	2.98341876725226	2.34714925141948	4.86833745490198	4.60942633517948	4.43235316120516	2.99563523430344	3.20066297454814	2.97158676288993
DAZAP2	6.95679526516141	7.27556031454331	7.19738161407168	7.70384341727374	7.79145143047584	7.64721556766133	7.37792519679461	7.1762182175786	6.86789842903722
BIN2	5.96827499566472	5.96923596010993	5.38003754517834	5.74321765560788	5.86508121064767	5.87344044936467	5.82530031808613	6.02125372376244	5.89289787424462
ACVR1B	3.74621396172858	3.68482317619552	3.95066757116888	1.50512115152399	2.56240100035359	2.15851935451884	3.48106206147368	2.68387197646857	3.04854874470482
ATG101	4.87271095584271	5.32032306971241	5.60169633057684	5.24092281255656	5.84378643228444	5.64774219480384	5.42859464157955	5.44613900899763	5.52659604150946
SPRYD3	5.09662024730195	5.40237131653449	5.78864304521266	5.40579322439735	5.92037689069263	5.5154943965054	5.5585714286946	5.50385450685392	5.69165528777996
CSAD	3.02768561581905	3.70017114052896	2.87981724469842	1.68020785808208	2.0700046183685	2.0606720311207	2.94219597534198	2.63878408694003	2.45418754598141
ZNF740	5.5355641360748	5.4710840666185	5.71728643934946	5.95819260538185	6.04378709763219	5.96756262672921	5.74175252683918	5.82389549219702	6.10143432495691
ITGB7	6.55753960658877	6.19997485402838	6.13941834371203	4.54527827799597	4.66714183303576	4.50855278708656	5.87605361855077	6.26698368150178	5.75617679381544
RARG	5.22533137481981	5.10082472164514	5.32064461666624	4.37747332842803	4.44945641437684	4.10429896352095	2.64054027548088	4.12910971352311	3.92131355640871
MFSD5	4.40502240591267	4.64968137007526	4.77178439447097	4.48756278013969	4.79838636631402	4.66657386953422	1.85813171055351	3.50699421438449	4.59554339522695
ESPL1	5.16067148309373	5.47555061830039	5.1097973696117	3.6062072766383	3.65496711908966	3.62866145323814	4.31230760373931	4.31255585461904	4.09464515929427
PFDN5	6.37458623893787	6.20536307706441	6.56829052790179	6.78813480189214	6.56131422437686	6.85074896174646	6.88493176989722	6.78691763392343	7.38074517504601
MYG1	5.12900129581525	5.05976965338237	4.71864044699544	4.84094368806973	5.06694481861945	4.93168559040062	4.43344404124094	5.25769391958452	5.41475740115287
AAAS	5.93202952931722	5.85389070656303	5.75999653463946	5.7821460218483	6.1254708952259	5.76887863230548	6.37666684953569	6.0516731196403	5.89810616524738
SP1	6.80696201484322	6.58810896347264	6.4990648000336	6.98242244539517	6.88345973996253	6.99513887108164	7.14649027274717	7.0613161227658	6.60989868820402
PCBP2	9.23207561937608	9.26188842690017	9.24807466384995	9.41453038545857	9.33504349677714	9.35238802391515	9.271251856957	9.26721516085099	9.14944996027996
MAP3K12	4.70623452375993	4.86244256942783	4.12417309750744	3.6062072766383	4.35226849568235	3.67899312878828	4.47166336347143	4.50070795153706	4.44709812119509
TARBP2	5.23858239831767	5.22804113597217	6.02368835449278	4.93894212648225	5.63237641487509	5.1555599790383	5.24218151734867	4.7856254752693	4.97651905843216
ATF7	5.94016313812446	6.04632133708164	5.16646027815586	6.10359393865139	5.64884101629282	5.79193150694169	5.70211555460183	5.99017909076806	5.97897889711997
ATP5MC2	7.58470857477376	7.51024967117514	7.80562554828637	8.34737010019897	8.21423077427006	8.25188279720886	8.06054943212869	7.95440091884928	8.22522381623731
CALCOCO1	6.23940656003153	6.01291006396166	5.87618172398192	6.38223208493917	6.63754181617142	6.28982815467644	7.01679188590001	6.6344839495064	6.95043432214215
SMUG1	4.63787070024346	4.90280030704398	4.89666291613635	4.29911769072658	4.28011870992652	4.33106982536798	4.39418461079372	4.28355598289649	4.46124230351536
CBX5	3.63035011827366	3.85902790501507	3.85540557865851	4.11316726535819	3.67117734627092	4.00256907655713	4.41394786561515	4.74365320479398	4.05788660928415
COPZ1	7.54792491946108	7.48166963478009	7.69234992697656	7.78634077673964	7.62667303082551	7.53668982101989	7.89814738940139	7.85441338255212	7.84717833868646
NCKAP1L	7.50333327674048	7.49162692535592	7.41344748267178	7.10070950908498	6.94808151647229	6.89222930150393	8.29042304880129	8.01740580176853	7.52911603348798
PDE1B	4.4626226725356	3.9644772035988	4.38516257735621	3.12078044946806	3.85269748619184	3.74348185524	3.23664333380724	2.21609301511775	3.43997368676171
TESPA1	6.17193920965916	5.89781689952972	5.91449620922367	5.91505949614517	5.74003066652093	5.89843826607439	6.11815736651496	5.49755451849818	6.01777639591
RDH5	4.62783452035488	4.4279475632405	4.79763983631649	4.74568169555936	4.49570059914607	4.699457231348	4.18005980544087	5.6186062050024	5.69165528777996
CD63	6.96877204822464	6.58397812302443	7.210914531105	7.83227535611815	7.76526240589363	7.59246387282051	7.35510529155178	7.07195551494411	6.84650496876017
GDF11	5.18140518185312	5.24383722487904	4.95756493111555	3.29239182753826	3.19858882442992	2.56763201984058	4.89375562028423	4.12910971352311	4.97651905843216
DNAJC14	5.80862890704586	6.00056607386668	5.96100128456448	5.97928501384141	5.65292797381606	5.78045111447023	5.93195194384518	5.92594676366671	6.26356163567567
PYM1	4.06163294774239	3.52163300878194	4.92509132446286	4.03474061840137	4.28011870992652	4.04156320817299	4.26955795627997	4.8264110901158	4.41838682455356
DGKA	5.23528103522742	5.06570667839023	5.12621512904566	4.65421264954914	4.47738041593928	4.34152418300514	5.56742234627687	5.58928212552245	5.26960223783297
CDK2	6.3775840478937	6.18641559030022	6.44118849170822	5.48461549608935	5.52498347099917	5.21362395395929	6.35126663285901	5.84389851684464	5.34781624218101
RAB5B	8.62987877766259	8.52729117195177	8.60371293239827	8.77160546218932	8.58048384259619	8.63212530854171	8.37351617119046	8.29131610782234	8.46957526657485
SUOX	4.72988579182458	4.29274682535999	4.53409283675164	4.17297666059349	3.7342560288943	3.96249163718179	4.76116998066642	4.62150609550819	4.19961471889581
IKZF4	3.41381042318265	3.98967775772394	3.4744299154533	3.02665827210351	3.05772628859007	3.21646670372812	3.36402264028346	3.91889200613276	4.07638295290154
RPS26	8.63646357410991	8.39443228374092	9.10216643986475	9.29764908516295	9.45984556094154	9.13561156153409	8.9081980088598	8.89242525157801	9.13958908622069
ERBB3	7.2315579491847	7.26656752916048	7.24795745256981	6.55233303552992	6.26551237674131	6.51895271627782	7.19012348878557	7.65231724259372	7.29844715331953
ZC3H10	3.98507944444119	4.30283564298357	4.26427506922245	3.53960952790928	3.3672706590216	3.57651017118703	3.4041000796588	4.58631666704589	3.62725225495429
ESYT1	7.42870054823102	7.36494290995702	7.53754931527657	6.79528867625763	6.75626772350875	6.61256576704931	7.58169027202561	7.6135173283296	7.42651979652617
MYL6	8.65016359759574	8.47248135006031	9.06192826083279	8.63407171195386	8.8359438523704	8.72737879844571	8.32345322413406	8.63699392038587	8.770091853241
SMARCC2	6.92743414218355	7.05753695491114	6.35151973352858	7.01138073744675	6.90589444507588	6.9784890031809	6.91644820614433	7.14229436453593	6.53497895318887
RNF41	5.08566301710546	5.05976965338237	5.13435447385568	5.570515569495	5.49797435066619	5.3698890742585	5.16264275236346	5.61278887840708	5.5987458272653
ANKRD52	5.25823348589904	5.63976590121018	5.0071624574019	5.40579322439735	5.02341192406473	5.19644881015116	4.97582675322326	5.77784812467758	5.41475740115287
COQ10A	4.00071856821878	3.73038575357596	3.75340586515612	3.23742536832033	2.49114231718377	2.82769485914308	4.33321659350229	3.4816831258553	3.70062544128451
